date,n_headlines,summary
2023-03-08,8,"**Earnings:** MYR Group reported EPS of $1.20, beating expectations. **Bullish.**

**Ownership Changes:** 
- Bullish: Vanguard, Macquarie, Principal Financial, and Millennium increased holdings.
- Bearish: HSBC reduced holdings by 22.7%. **Net Tilt: Bullish.**

**Stock Performance:** Shares opened at $121.68. **Neutral.**

**Analyst Action:** Com cut MYR Group’s rating from “Strong-Buy” to “Buy.” **Bearish.**

**Net Tilt:** Mixed signals; overall slightly bullish due to significant ownership increases."
2023-03-09,9,"**Revenue and EPS:** MYR Group reported Q4 EPS of $1.20 vs. expectations, with revenue at $863.96M, beating estimates by 16.5%. **Bullish**.

**Analyst Actions:** StockNews.com downgraded MYR Group to ""Buy"". **Bearish**.

**Ownership Changes:** Main and Citigroup increased holdings by 29.6% and 1.7%, respectively. P sold 5,940 shares. **Mixed**.

**Net Tilt:** Bullish due to strong financial performance, offset by a downgrade."
2023-03-12,7,"**Revenue Beat:** MYR Group reported Q4 revenue of $863.96M vs. consensus $736.59M (Bullish).

**Price Target Upgrade:** Robert W. Baird raised PT from $95.00 to $120.00 (Bullish).

**Insider Sell:** Director Jennifer Elaine Lowry sold 2,000 shares (Bearish).

**Analyst Downgrade:** Com downgraded from ""Strong-Buy"" to ""Buy"" (Slightly Bearish).

**Hedge Fund Activity:** Inc. increased holdings by 6,500%, Quantbot Technologies LP initiated a position (Bullish).

**EPS Guidance:** Analysts predict EPS of 5.43 for FY (Neutral).

**Net Tilt:** Mixed signals; overall slightly Bullish due to revenue beat and PT hike."
2023-03-13,4,"**Insider Activity & Ownership Changes:** 
- **Bearish:** Coo Jeffrey J. Waneka sold 12,000 shares (signal: insider sell).
- **Bullish:** Ubs Group AG increased its stake by 696.6% in Q3.
- **Bearish:** First Trust Advisors LP sold 12,565 shares.

**Stock Price:** Shares opened at $120.06 on Monday (no change).

**Net Tilt:** Mixed signals with slight bearish bias due to insider and institutional selling."
2023-03-14,3,"**Ownership Decrease:** Bearish — Blackrock Inc. reduced its stake in MYR Group Inc., indicating a potential lack of confidence in the stock.

**Earnings Data:** Neutral — MYR Group Inc. released its quarterly earnings data on February 22nd, but no specific details on EPS, revenue, or guidance were provided in the headlines.

**Net Tilt:** Bearish due to the ownership decrease, though earnings data is neutral without further specifics."
2023-03-20,12,"**Price Target Upgrade:** Robert W. Baird upgraded MYR Group’s price target from $95.00 to $120.00 (Bullish).

**Institutional Ownership Increases:** Multiple institutions (Quantbot Technologies, Vanguard Group, Macquarie Group, Victory Capital Management, and Millennium Management) significantly increased their stakes in MYR Group (Bullish).

**Stock Performance:** MYR Group stock down 2.9% (Bearish).

**Earnings Announcement:** MYR Group announced earnings on Feb 22, with consensus estimating $5.43 EPS for FY (Neutral).

**Net Tilt:** Bullish due to strong institutional support and price target upgrade, despite recent stock decline."
2023-03-22,4,"**Insider Sell:** Director Jennifer Elaine Lowry sold 2,000 shares (bearish).

**Ownership Increase:** Blackrock Inc. increased its stake by 2.7% (bullish).

**Stock Performance:** Shares opened at $120.50 (neutral).

**Earnings Estimate:** Analysts issued forecasts for Q4 2023 earnings (neutral).

**Net Tilt:** Mixed signals with one bearish and one bullish indicator; overall neutral."
2023-03-27,9,"**Price Target Upgrade:** Robert W. Baird raised MYR Group’s price target from $95.00 to $120.00, bullish.

**Executive Changes:** COO change announced with senior VP retiring, mixed sentiment.

**Institutional Ownership Increases:** Assenagon Asset Management, Vanguard, Macquarie Group, Millennium Management, and State Street all increased holdings, bullish.

**Earnings Forecast:** Analysts predict FY EPS of 5.68, neutral.

**Net Tilt:** Bullish, driven by price target increase and institutional buying."
2023-03-28,8,"**Analyst Upgrade:** MYRG upgraded to Strong-Buy by StockNews.com (Bullish).

**Insider Sales & Executive Retirement:** Jennifer Elaine Lowry and Jeffrey J. Waneka sold shares; Waneka retires as COO (Bearish).

**Institutional Ownership Increase:** Advisers, Quantbot Technologies, and UBS increased positions (Bullish).

**Stock Performance:** MYRG traded down 0.5% (Bearish).

**Net Tilt:** Mixed signals with some bullish (upgrade, ownership increase) and bearish (insider sales, executive retirement, stock decline) indicators."
2023-03-29,3,"**Analyst Upgrade:** StockNews.com upgraded MYRG from ""buy"" to ""strong-buy."" (Bullish)

**Revenue Growth:** MYRG reported a 33.7% YoY increase in revenue. (Bullish)

**Ownership Increase:** Inc. significantly increased its stake in MYRG by 6,500% in Q4. (Bullish)

NET TILT: Strongly Bullish."
2023-03-30,11,"**Insider Sales:** Bearish. Director Maurice Moore, CEO Richard Swartz, and VP Betty Wynn each sold shares, indicating potential lack of confidence.

**Revenue Beat:** Bullish. Q4 revenue was $863.96M vs. estimates of $736.59M, signaling strong performance.

**Institutional Ownership Increases:** Bullish. Blackrock, Victory Capital, and Verition increased their stakes, suggesting institutional confidence.

**EPS Guidance:** Neutral. Analysts predict EPS of 5.68 for the current year, no change from previous forecasts.

**Stock Price:** Neutral. Opened at $121.94 on Thursday, no significant movement.

**Net Tilt:** Net bullish due to revenue beat and increased institutional ownership, despite insider sales."
2023-04-02,5,"**Insider Sell:** COO Jeffrey J. Waneka sold 12,000 shares (Bearish).

**Stock Performance:** MYRG hit a new 52-week high at $124.60 (Bullish).

**Ownership Increases:** 
- Citigroup Inc. increased holdings by 1.7% in Q1 (Bullish).
- Assenagon Asset Management S.A. increased stake by 115.0% in Q4 (Bullish).
- Bank of New York Mellon Corp. increased holdings by 2.3% in Q3 (Bullish).

**Net Tilt:** Bullish due to multiple institutional increases and a new 52-week high, despite an insider sell.

*Action:* Consider **BUY** for next session."
2023-04-03,17,"**Revenue Growth:** Bullish; MYR Group reported a 33.7% YoY increase in revenue.

**Price Target Upgrade:** Bullish; Robert W. Baird raised the price target from $95.00 to $120.00.

**Insider Sell:** Bearish; VP Betty R. Wynn sold 2,787 shares.

**Institutional Ownership Increases:** Bullish; multiple institutions increased holdings, including Blackrock, Vanguard, and others.

**Analyst EPS Estimate:** Neutral; analysts expect EPS of 5.68 for the current year.

**Net Tilt:** Bullish, with strong revenue growth and institutional support outweighing the insider sell."
2023-04-04,1,"**Analyst Ratings Change Negative:** StockNews.com downgraded MYRG to Buy from Strong Buy, reducing the price target to $0.18 from an unspecified higher value previously. **Bearish** due to reduced confidence and lower valuation expectations.

**Net Tilt:** Bearish."
2023-04-05,6,"**Earnings:** MYR Group reported EPS of $1.20, beating expectations of $0.61 (bullish).

**Insider Activity:** COO Jeffrey J. Waneka sold 12,000 shares (bearish); Assenagon Asset Management increased holdings by 115% (bullish); Llc sold 144 shares (bearish).

**Analyst Action:** Com downgraded MYR Group from ""strong-buy"" to ""buy"" (slightly bearish).

**Net Tilt:** Mixed signals with slight net bearish bias due to insider sales and downgrade."
2023-04-06,7,"**Insider Activity:** Bearish; VP Betty R. Wynn sold 2,787 shares (Mar 27).

**Ownership Changes:** Bullish; Inc. increased stake by 6,500%, Quantbot Technologies LP initiated position.

**Analyst Actions:** Bearish; StockNews.com downgraded from ""Strong-Buy"" to ""Buy"".

**Stock Performance:** Bearish; MYRG traded down 0.2%.

**Earnings Estimate:** Neutral; EPS expected at $5.68 for the current year.

**Catalysts:** Neutral; MYR Group to attend Oppenheimer Investor Conference in May.

**Net Tilt:** Mixed signals with slight bias towards bearish due to insider sell and downgrade."
2023-04-12,7,"**Price Target Upgrade:** Robert W. Baird raised MYR Group’s price target from $95.00 to $120.00, **bullish**.

**Insider Sales:** Directors Maurice E. Moore and Jennifer Elaine Lowry sold 9,004 and 2,000 shares respectively, **bearish**.

**Ownership Changes:** Fifth Third Bancorp reduced its stake in MYR Group, **bearish**, but still holds $391,000 worth of stock, **neutral**.

**Earnings Estimate:** Analysts expect EPS of 5.6 for FY 2023, **neutral**.

**Conference Call:** MYR Group announced Q1 2023 earnings release and conference call, **neutral**.

**Net Tilt:** Mixed signals with net **slightly bearish** due to insider sales and ownership reduction."
2023-04-15,7,"**Price Target Upgrade:** Robert W. Baird upgraded MYR Group’s price target from $95.00 to $120.00 (Bullish).

**Institutional Ownership Changes:** 
- Citigroup Inc., MetLife Investment Management LLC, and BlackRock Inc. increased their stakes (Bullish).
- One fund sold 111 shares (Bearish).

**Earnings Estimate:** Analysts predict EPS of 5.6 for the current year (Neutral).

**Net Tilt:** Bullish due to multiple institutional buys and a significant price target increase, despite one minor sell-off."
2023-04-16,3,"**Ownership Increases:** Bullish. Inc. increased its position in MYR Group by 6,500% in Q4, while Quantbot Technologies LP initiated a new stake in Q3. Additionally, ""Inc."" invested $227,000 in MYR Group. These actions indicate growing institutional interest and support for the stock."
2023-04-17,4,"**Revenue Growth:** Bullish; MYR Group reported QoQ revenue growth of 33.7%.

**Ownership Decrease:** Bearish; Ohio reduced its stake in MYR Group.

**Analyst Downgrade:** Bearish; Com downgraded MYR Group from ""Strong-Buy"" to ""Buy"" on April 4th.

Signals conflict: Revenue growth is bullish, while ownership reduction and analyst downgrade are bearish. **Net Tilt:** Slightly Bearish."
2023-04-19,6,"**Price Target Upgrade:** Robert W. Baird upgraded MYR Group’s price target from $95.00 to $120.00 (Bullish).

**Insider Sell:** Director Maurice E. Moore sold 9,004 shares (Bearish).

**Ownership Increase:** Main increased holdings by 29.6% in Q4 (Bullish).

**Earnings Estimates:** Analysts forecast Q1 EPS of $1.06 and FY23 EPS of $6.00 (Bullish).

**Net Tilt:** Mixed signals with upgrades and positive estimates offset by insider sell. **NET TILT: SLIGHTLY BULLISH**."
2023-04-21,4,"**Ownership Changes:** 
- Bullish: **Ltd.** increased holdings by 16.2%, indicating confidence.
- Neutral: **System** initiated a new stake, showing interest but no change in existing position.
- Bearish: **New York State Teachers Retirement System** sold 200 shares, signaling reduced confidence.

**Analyst Actions:**
- Bearish: **Com** downgraded MYR Group from ""Strong-Buy"" to ""Buy,"" suggesting a less optimistic outlook despite maintaining a positive stance.

**Net Tilt:** Mixed signals with a slight bearish bias due to the downgrade and share sales."
2023-04-22,4,"MYR Group reported Q1 revenue up 33.7%, a strong bullish signal. However, VP Betty R. Wynn’s insider sale of 2,787 shares is bearish. On the positive side, Zurich and Quantbot Technologies LP both initiated new stakes in MYR Group, indicating institutional confidence. Overall, mixed signals with a slight net bullish tilt due to the significant revenue growth."
2023-04-24,4,"**Ownership Changes:**  
- **Bullish:** Citigroup Inc. increased its stake in MYRG by 1.7% in Q1.  
- **Bearish:** Comerica Bank reduced its holding in MYRG by 0.34%.  

**Earnings Estimates:**  
- **Neutral:** Analysts expect MYRG to report EPS of 5.6 for FY 2023.

**Price Action:**  
- **Neutral:** MYRG shares opened at $123.50 on Monday.

**Net Tilt:** Mixed signals from ownership changes; earnings estimates neutral."
2023-04-25,6,"**Robert W. Baird upgraded MYR Group’s price target to $120.00 from $95.00**, bullish, indicating improved outlook. **MYR Group reported EPS of $4.91**, significantly beating the expected $1.01, very bullish. However, **shares opened at $122.55**, down from previous close, bearish. **Q1 earnings released**, with expectations set by analysts. **Net tilt**: mixed but overall positive due to strong earnings beat and price target hike."
2023-04-26,14,"**Earnings:** MYR Group reported Q1 GAAP EPS of $1.38, beating consensus by $0.37 (36.63%). **Bullish**.

**Revenue:** Q1 revenues rose to $811.6M, up 27.5% YoY. **Bullish**.

**Profitability:** Net income was $23.2M but down from $20.7M YoY. EBIT fell slightly to $24.55M. **Mixed**.

**Expenses:** SG&A expenses surged to $57.0M. **Bearish**.

**Catalyst:** Conference call on Apr 27 to discuss Q1 results. **Neutral**. 

**Net Tilt:** Bullish due to strong EPS and revenue growth despite rising expenses."
2023-04-27,4,"Baird upgraded MYRG’s price target to $147 from an unspecified previous level while maintaining an Outperform rating. This is bullish, driven by positive analyst sentiment. MYRG reported Q1 2023 earnings, with the conference call held on April 27, 2023. The stock closed at $117.93. Net signal is bullish due to the price target increase despite no change in rating."
2023-04-28,14,"**Bullish Signals:**
- **Revenue Beat:** Q1 revenue of $811.70M vs. estimates of $721.13M (+27.5% YoY).
- **EPS Beat:** Reported EPS of $1.21.
- **Price Target Upgrade:** Robert W. Baird raised PT from $137.00 to $147.00.
- **Institutional Ownership Growth:** Multiple firms increased holdings (Captrust, System, Llc, Royal Bank, Victory Capital, Assenagon, Blackrock).

**Bearish Signals:**
- **Analyst Downgrade:** Com cut rating from ""Strong-Buy"" to ""Buy"".
- **Insider Sell:** VP Betty R. Wynn sold 2,787 shares.

**Net Tilt:** Bullish, with strong revenue and EPS beats, multiple upgrades, and significant institutional buying outweighing the analyst downgrade and insider sale."
2023-04-29,7,"**Price Target Upgrade:** Robert W. Baird raised MYR Group’s price target from $137.00 to $147.00, bullish.

**Insider Sell:** Jennifer Elaine Lowry sold 2,000 shares, bearish.

**Ownership Increases:** Ziegler Capital Management LLC and Janney Montgomery Scott LLC increased holdings, bullish.

**Earnings Guidance:** Analysts predict 5.6 EPS for FY, neutral.

**Stock Price:** Opened at $127.99, neutral.

**Net Tilt:** Mixed signals with upgrades and insider sell; net slightly bullish due to institutional buying and higher price target."
2023-04-30,7,"**Price Target Upgrade:** Robert W. Baird raised MYRG’s price target from $137.00 to $147.00, bullish.

**Institutional Ownership Increases:** Multiple institutions increased holdings in MYRG in Q3 (Vanguard +3.1%, Macquarie +1.8%, State Street +0.3%, Nuveen +10.6%) and Q1 (Citigroup +1.7%), bullish.

**Net Tilt:** Bullish."
2023-05-01,1,"MYRG is scheduled to attend the KeyBanc Capital Markets Industrials & Basic Materials Conference in June. This event could provide insights into management’s outlook and strategic plans, potentially influencing investor sentiment. **Direction:** Neutral to Bullish. **Evidence:** Attendance at industry conferences often leads to increased visibility and potential positive coverage based on management commentary."
2023-05-02,3,"**Buybacks Approved:** Bullish. Myr Group announced and received board approval for a new $75 million share repurchase program.

**Fundraising Intentions:** Neutral. The company intends to fund unspecified activities, but no specific details were provided.

**Net Tilt:** Bullish due to the clear positive signal from the buyback program."
2023-05-04,6,"**Revenue Beat:** MYR Group reported Q1 revenue of $811.70M vs. consensus $721.13M, beating expectations significantly. **Bullish**

**Price Target Upgrade:** Robert W. Baird raised MYR Group’s target price from $137.00 to $147.00. **Bullish**

**Increased Ownership:** Citigroup Inc. increased holdings by 1.7% in Q1, indicating institutional confidence. **Bullish**

**Conference Attendance:** MYR Group will attend the UBS Global Industrials and Transportation Conference in June, providing visibility and potential catalysts. **Neutral/Bullish**

**Net Tilt:** Strongly Bullish due to revenue beat, PT upgrade, and increased ownership."
2023-05-05,6,"**Earnings:** MYR Group reported EPS of $1.21, beating estimates of $0.61 (bullish). **Analyst Actions & Ownership:** Cantonalbank increased its stake by 85.5% (bullish). Proshare Advisors acquired new shares (bullish). **Price Action:** MYRG set a new 12-month high of $133.58 (bullish). **Forward Guidance:** Analysts predict EPS of $5.60 for the current fiscal year (bullish). **Net Tilt:** Strongly Bullish."
