date,n_headlines,summary
2023-01-30,16,"**Earnings Miss:** JJSF missed Q1 EPS by 17c, reporting $0.42 vs. consensus $0.47, indicating **bearish** sentiment. 

**Revenue Growth:** Q1 revenue rose 10.3% to $351.3M, driven by retail sales up 0.9% to $43.1M, but soft pretzel sales fell 10.6%, showing mixed signals.

**Facility Expansion:** Two new frozen novelty lines were opened, signaling **bullish** operational expansion.

**Stock Reaction:** Post-earnings, JJSF stock dropped 5%, reflecting market disappointment with the earnings miss.

**Net Tilt:** Mixed signals with a **net bearish** tilt due to earnings miss and soft pretzel sales decline."
2023-01-31,4,"**Earnings Downbeat**: J&J Snack Foods reported Q1 pre-tax profit of $12.00M vs. $15.10M last year, and adjusted EBITDA of $27.12M vs. consensus $27.78M, both below expectations (bearish).

**Analyst Neutral**: Benchmark reiterated ""Buy"" but no change in PT (neutral).

**Net Tilt**: Bearish due to earnings miss."
2023-02-01,2,"**Ownership Increase:** Bullish. Bessemer Group Inc. significantly increased its stake in J&J Snack Foods by 578.6% during Q3, indicating potential confidence in the company’s future prospects.

No conflicting signals present. **Net Tilt:** Bullish."
2023-02-02,6,"**Earnings Mixed:** Q1 operating income rose 113% to $1.83M, but Q1 profit guidance was lowered (bearish). Stock fell 30% in Q1 (bearish). LLC increased stake by 15.1% in Q3 (bullish). EPS forecast for FY is $4.83 (neutral). Conference call scheduled (neutral). **Net Tilt:** Bearish due to guidance cut and stock drop despite strong operating income."
2023-02-03,8,"**Earnings Estimate Downgrade:** William Blair downgraded Q2 2023 EPS estimates for JJSF, indicating **bearish** sentiment. 

**Revenue Miss:** JJSF reported Q2 revenue of $351.34M, missing the consensus estimate of $360.70M, signaling **bearish** performance.

**Institutional Ownership Increase:** Proshare Advisors LLC increased its stake by 4.8% in Q4, while another firm initiated a new position in Q2, suggesting some **bullish** institutional interest.

**Net Tilt:** Conflicting signals with significant bearish indicators outweighing the bullish ownership trends. Overall, **net tilt is bearish**."
2023-02-04,12,"**Analyst Downgrades:** Com initiated coverage with a ""Sell"" rating, downgrading from ""Hold."" **Bullish:** EPS beat reported at $0.58 vs. forecast. **Bearish:** EPS estimate lowered to $1.66 for Q3 2023 by William Blair. **Neutral:** Multiple institutions increased holdings (Raymond James, Citigroup, PNC, BMO, MetLife, Eaton Vance, Macquarie). **Net Tilt:** Bearish due to analyst downgrade and EPS downgrade outweighing EPS beat and institutional support."
2023-02-05,5,"**Bullish Signals:**
- **Price Target Upgrade:** Cl King raised price target from $165.00 to $180.00.
- **Increased Ownership:** Multiple large investors increased stakes: Blackrock (0.9%), Vanguard (1.9%), Allspring (1.7%), and State Street (2.1%).

**Net Tilt:** Bullish due to price target increase and significant stake increases by major investors."
2023-02-06,5,"**Earnings Estimate Downgrade:** Jefferies downgraded Q2 2023 EPS to 0.62, bearish.  
**Ownership Increase:** Llc increased holdings by 15.1%, bullish.  
**Analyst Estimates:** Consensus FY EPS estimate is 4.53, neutral.  
**Price Action:** Stock opened at $141.23, neutral.  
**Position Update:** P. has a $79k position, neutral.  

**Net Tilt:** Mixed signals with a slight lean towards bearish due to the EPS downgrade."
2023-02-07,2,"**Ownership Increase:** System increased its stake in J&J Snack Foods by 1.3%, indicating institutional interest (Bullish).

**Revenue Miss:** Q4 revenue was $351.34M vs. analyst estimates of $360.70M, missing expectations by $9.36M (Bearish).

**Net Tilt:** Mixed signals with institutional support but revenue underperformance."
2023-02-08,7,"**Ownership Changes:** Bullish. Eaton Vance Management increased holdings by 53.8%, Macquarie Group Ltd. by 3.5%, and Allspring Global Investments Holdings LLC by 2.9%. Virtu Financial LLC acquired a new stake. However, Barclays PLC cut its position. **Net Tilt:** Bullish.

**Earnings Release:** Neutral. J&J Snack Foods released Q4 earnings on January 31st, but no specific details on EPS or revenue were provided in the headlines. No earnings surprise mentioned."
2023-02-09,7,"**Analyst Downgrade:** Com lowered J&J Snack Foods' rating from ""hold"" to ""sell"" (bearish).

**Institutional Ownership:** NY State Teachers Retirement System and Fmr LLC increased stakes (bullish). Victory Capital Management purchased additional shares (bullish).

**Earnings Update:** Q4 earnings released on Jan 31; EPS estimates for FY at $4.35 (neutral).

Signals conflict with mixed institutional activity but net tilt slightly **bearish** due to recent downgrade."
2023-02-10,4,"**Ownership Changes:** 
- **Bullish:** Llc increased stake by 15.1%.
- **Bearish:** Teacher Retirement System of Texas decreased holdings.

**Revenue Performance:**
- **Bearish:** Qtrly revenue of $351.34M missed estimates by $9.36M.

**Stock Price:**
- **Bearish:** Opened at $140.83 on Friday.

**Net Tilt:** Bearish due to revenue miss and institutional sell-off despite one bullish ownership increase."
2023-02-14,4,"**Analyst Ratings:** Bearish - Com cut J&J Snack Foods' rating from ""hold"" to ""sell"" on Feb 3rd.

**Ownership Trends:** Mixed - Mutual of America Capital Management LLC increased holdings by 18.6% in Q3, while System has stable holdings at $484k.

**Earnings Estimates:** Neutral - Analysts predict EPS of 4.35 for the current fiscal year.

**Net Tilt:** Bearish due to recent downgrade despite ownership increase by one investor."
2023-02-15,1,"**Dividend Announcement:** J&J Snack Foods declared a quarterly dividend of $0.70 per share. **Bullish** as it indicates financial stability and confidence in future earnings. No conflicting signals present.

NET TILT: Bullish"
2023-02-20,6,"**Price Target Upgrade:** Cl King upgraded JJSF’s price target from $165.00 to $180.00 (Bullish).

**Ownership Changes:** 
- Victory Capital Management Inc. increased stake by 43.7% in Q3 (Bullish).
- Increased stake by 26.4% in Q2 (Bullish).
- Hennion & Walsh Asset Management Inc. sold shares (Bearish).

**Earnings Estimate:** Analysts predict EPS of 4.35 for FY (Neutral).

**Net Tilt:** Bullish due to upgrades and increased ownership outweighing the single sell-off."
2023-02-27,4,"**Ownership Increases:** Macquarie Group Ltd., Eaton Vance Management, and Allspring Global Investments Holdings LLC increased their stakes in JJSF by 3.5%, 53.8%, and 2.9% respectively, indicating **bullish** sentiment. Additionally, Dimensional Fund Advisors LP bought 3,221 shares, further signaling **bullish** interest. These actions suggest institutional confidence in JJSF’s prospects."
2023-03-01,6,"**Price Target Upgrade:** Cl King upgraded J&J Snack Foods' price target from $165.00 to $180.00 (Bullish).

**Ownership Increases:** Victory Capital Management Inc. increased holdings by 43.7% in Q3, and another firm increased its position by 26.4% in Q2 (Bullish).

**Revenue Miss:** Revenue of $351.34M missed estimates of $360.70M (Bearish).

**Stock Performance:** Stock opened at $141.21 (Neutral).

**EPS Guidance:** Analysts expect EPS of 4.35 for the current year (Neutral).

**Net Tilt:** Mixed signals with upgrades and increased ownership offsetting the revenue miss."
2023-03-03,2,"**Ownership Changes:**  
- **Bullish:** Bessemer Group Inc. increased its stake in JJSF by 578.6% in Q3, indicating confidence in the company’s prospects.  
- **Bearish:** Tower Research Capital LLC sold shares of JJSF, suggesting a less optimistic view.  

**Net Tilt:** Mixed signals from institutional ownership changes."
2023-03-05,1,"**Ownership Increase:** Bullish. LLC raised its stake in J&J Snack Foods by 144.2%, indicating increased confidence in the company’s prospects.

No conflicting signals present. **NET TILT:** Bullish."
2023-03-06,4,"**Earnings:** Bullish. J&J Snack Foods reported EPS of $0.58, beating the expected $0.61.  
**Ownership Increase:** Bullish. P. increased its stake by 202.5%, indicating confidence.  
**Stake Acquisition:** Bullish. Lp acquired 3,175 shares, showing continued interest.  
**Analyst Estimate:** Bearish. Analysts now expect EPS of 4.35 for the current year, down from previous estimates.  

**Net Tilt:** Mixed signals but overall slightly bullish due to recent ownership increases and share acquisitions."
2023-03-09,8,"**Ownership Trends:** Bullish. Institutional investors like Bessemer Group Inc., Llc, Vanguard Group Inc., Allspring Global Investments Holdings LLC, Macquarie Group Ltd., and State Street Corp increased their stakes in JJSF by significant percentages (578.6%, 144.2%, 1.0%, 2.9%, 3.5%, and 0.5% respectively). However, Renaissance Technologies LLC sold shares, indicating mixed signals.

**Price Action:** Neutral. JJSF opened at $141.96 on Thursday, showing no change from the previous close.

**Net Tilt:** Slightly Bullish due to substantial increases by major institutions despite one notable decrease."
2023-03-10,4,"**Ownership Increase:** Bullish. Victory Capital Management Inc. increased its stake by 43.7%, and Alphacrest Capital Management LLC bought 4,105 shares.

**Stock Performance:** Bearish. JJSF stock fell by 0.7%.

**Earnings Forecast:** Neutral. Analysts predict EPS of $4.35 for the current year.

**Net Tilt:** Mixed signals with a slight bearish bias due to recent stock performance."
2023-03-12,2,"**Ownership Decrease:** Blackrock Inc. decreased its stake in JJSF, indicating potential bearish sentiment from a major institutional holder. 

**Stock Price Movement:** JJSF stock opened at $139.46 on Friday, showing no significant change from the previous day.

**Net Tilt:** Bearish due to the ownership decrease by a significant investor."
2023-03-13,6,"**Analyst Downgrade:** Com downgraded JJSF from ""hold"" to ""sell,"" citing concerns (bearish).

**Institutional Ownership Increases:** Multiple institutions increased holdings: Bank of New York Mellon (+25.0%), Raymond James & Associates (+6.6%), PNC Financial Services Group (+52.5%), Bank of Montreal Can (+2.8%), and MetLife Investment Management LLC (+52.5%) (bullish).

**Net Tilt:** Mixed signals with one bearish analyst action and multiple bullish ownership increases."
2023-03-17,6,"**Ownership Increases:** Bullish. Multiple institutions increased their stakes: Synovus Financial Corp raised by 1.3% in Q3, Captrust Financial Advisors by 4.3% in Q2, Fmr LLC by 15.6% in Q2, and Ubs Asset Management Americas Inc. by 0.5% in Q2. Additionally, a small stake was acquired by Llc.

**Stock Price:** Neutral. JJSF opened at $143.51 on Friday with no additional price movement signals provided.

**Net Tilt:** Bullish due to significant institutional buying."
2023-03-24,4,"**Analyst Upgrade:** StockNews.com upgraded JJSF to ""Hold"" (bullish).

**Revenue Growth:** Q4 revenue increased 10.3% (bullish).

**Ownership Increase:** Morgan Stanley significantly increased its stake by 319.3% in Q4 (bullish).

**Earnings Guidance:** Analysts expect EPS of $4.35 for FY (neutral).

**Net Tilt:** Bullish."
2023-03-25,4,"**Ownership Changes:** 
- **Bullish:** Captrust Financial Advisors increased holdings by 4.3%, and Fmr LLC increased holdings by 15.6%.
- **Bearish:** Inc. lowered its stake.

**Net Tilt:** Bullish due to significant increases by major investors outweighing the reduction by Inc."
2023-03-26,11,"**Analyst Ratings:** StockNews.com upgraded JJSF from ""Sell"" to ""Hold"" (Bullish).

**Ownership Changes:** 
- Eaton Vance, Macquarie Group, Wells Fargo, Raymond James, Citigroup, PNC Financial, and MetLife all increased their holdings significantly (Bullish).
- Llc reduced its position by 21.1% (Bearish).

**Earnings:** JJSF’s latest earnings were announced on Jan 31st, but no specific details provided (Neutral).

**Net Tilt:** Bullish due to multiple large increases in holdings and analyst upgrade.

**Price Action:** Opened at $145.96 (Neutral)."
2023-03-27,9,"**Revenue Growth:** Bullish. J&J Snack Foods reported a 10.3% increase in revenue YoY.

**Institutional Ownership Increases:** Bullish. Multiple institutions increased their stakes: Blackrock (0.9%), Vanguard (1.9%), Allspring (2.9%), State Street (2.1%), and Synovus (1.3%).

**Minor Ownership Decrease:** Bearish. One entity sold 250 shares.

**Earnings Guidance:** Neutral. Analysts predict EPS of $4.35 for the current fiscal year.

**Net Tilt:** Bullish. Institutional buying outweighs minor selling."
2023-03-28,1,"**Earnings Call Scheduled:** JJSF scheduled a conference call to discuss Q2 2023 results. No specific figures or guidance provided yet. **Neutral** until details emerge.

**Analyst Actions:** No notable analyst upgrades, downgrades, or PT changes reported today. **Neutral**

**Catalysts:** None significant. **Neutral**

**Net Tilt:** Neutral. No clear directional signals from today’s headlines."
2023-03-30,2,"**Ownership Increase:** Ohio increased its position in J&J Snack Foods by 2.8% in Q3, indicating institutional support (bullish).

**Stock Performance:** J&J Snack Foods stock traded down 2.2%, reflecting market sentiment (bearish).

**Net Tilt:** Conflicting signals; overall slightly bearish due to recent stock decline."
2023-04-02,5,"**Downgrade to Sell at StockNews.com (Bearish)**: J&J Snack Foods (NASDAQ:JJSF) was downgraded to ""Sell"" by StockNews.com, indicating a negative outlook.

**Stake Increases by Major Holders (Bullish)**: Bessemer Group Inc. increased its stake by 578.6% in Q3, while another holder increased its stake by 144.2% in Q2, suggesting confidence among some major investors.

**Earnings Data and Guidance**: The company last reported earnings on Jan 31, with analysts expecting EPS of $4.23 for the current year.

**Net Tilt**: Mixed signals with a **NET TILT TOWARDS BEARISH** due to the recent downgrade."
2023-04-09,8,"**Upgrade to Hold**: StockNews.com upgraded JJSF from Sell to Hold.

**Revenue Growth**: Q1 revenue up 10.3%.

**Increased Ownership**: Multiple institutions increased holdings: Raymond James (+25%), Citigroup (+8.1%), PNC Financial (+6.6%), BMO (+2.8%), and MetLife (+52.5%).

**Earnings Guidance**: Analysts expect FY EPS of 4.23.

**Net Tilt**: Bullish due to revenue growth and institutional buying despite mixed analyst sentiment."
2023-04-11,1,"**Ownership Increase:** Bullish. Exchange Traded Concepts LLC increased its position in JJSF, indicating confidence in the stock.

No conflicting signals present. **NET TILT:** Bullish."
2023-04-16,7,"**Ownership Increases:** Eaton Vance, Macquarie Group, Wells Fargo, and Allspring Global all increased their stakes in JJSF (Bullish). Additionally, a new investor took a position (Bullish).

**Price Movement:** JJSF stock traded down 1.8% (Bearish).

**Earnings Forecast:** Analysts predict EPS of $4.23 for FY (Neutral).

**Net Tilt:** Mixed signals with significant institutional buying offset by recent price decline."
2023-04-17,3,"**Revenue Growth:** Bullish. Q4 revenue grew 10.3% YoY, indicating strong sales performance.

**Institutional Ownership:** Bullish. Victory Capital Management increased holdings by 43.7%, signaling confidence in JJSF’s prospects.

**New Stakeholder:** Bullish. New York State Teachers Retirement System purchased 783 shares, adding to institutional support.

**Net Tilt:** Bullish. All signals indicate positive momentum and institutional backing."
2023-04-19,2,"**Ownership Increase:** Bullish. Synovus Financial Corp increased its stake in J&J Snack Foods by 1.3% in Q3, while Fmr LLC boosted its position by 15.6% in Q2. Institutional support is strengthening, indicating confidence in the company’s prospects.

Net Tilt: **Bullish**."
2023-04-21,1,"Today’s headlines for JJSF lack direct financial or operational updates. The only relevant headline is a partnership between Icee and Kellogg's on a new cereal product, which does not directly impact JJSF. No EPS, revenue, analyst actions, earnings surprises, or significant catalysts were reported. Given the absence of trading-relevant signals, the net tilt is neutral. A HOLD recommendation is advised until more concrete signals emerge."
2023-04-22,8,"**Ownership Changes:** Bullish. Blackrock, Vanguard, Allspring, Macquarie, and State Street increased their stakes in JJSF, while Comerica Bank sold shares.

**Stock Performance:** Bullish. JJSF stock gained 0.4%.

**Earnings Estimate:** Neutral. Analysts predict EPS of 4.23 for the current year.

**Net Tilt:** Bullish. Multiple large investors increased their positions, indicating confidence, despite one minor reduction."
2023-04-24,2,"**Ownership Increase:** Bullish. American Century Companies Inc. and Pathstone Family Office LLC both purchased new positions in J&J Snack Foods, indicating institutional confidence. (Evidence: New positions taken in Q4 and Q3 respectively.)"
2023-04-27,1,"**Partnership Announcement:** Kellogg’s and ICEE Company announced a strategic partnership (bullish). This collaboration is expected to enhance distribution and expand product reach, potentially boosting sales and market share. No specific financial details were provided, but such partnerships typically indicate positive growth prospects.

**Net Tilt:** Bullish

*Note: No conflicting signals present.*"
2023-04-28,6,"**Ownership Changes:** 
- **Bullish:** Llc increased holdings by 15.1% in Q3, Fmr LLC increased by 15.6% in Q2, and Captrust Financial Advisors increased by 4.3% in Q2.
- **Bearish:** An unnamed entity sold 1,318 shares.

**Price Action & Earnings Estimate:**
- **Neutral/Bullish:** Shares opened at $153.04 on Friday.
- **Neutral:** Analysts predict EPS of $4.23 for the current fiscal year.

**Net Tilt:** Bullish due to significant increases in institutional ownership outweighing the minor sell-off."
2023-04-29,2,"**Ownership Increase:** Bullish. Morgan Stanley increased its stake in J&J Snack Foods by 319.3% in Q4, indicating confidence in the company.

**Stock Performance:** Neutral. J&J Snack Foods stock gained 0.1%, showing minimal movement.

**Net Tilt:** Slightly Bullish due to significant institutional buying despite minor stock movement."
2023-04-30,3,"**Ownership Increase:** Bullish. Synovus Financial Corp increased its stake by 2.8% in Q4, while Bessemer Group Inc. significantly boosted its position by 578.6% in Q3.

**Stock Price:** Neutral. JJSF opened at $153.20 on Friday.

**Net Tilt:** Bullish due to substantial ownership increases indicating institutional confidence."
2023-05-01,13,"**Earnings Mixed:** JJSF reported Q2 Non-GAAP EPS of $0.43, missing estimates by $0.03 (bearish). However, pretax profit of $11.60M beat consensus by $0.10M (bullish). Revenue surged 20% to $337.9M, a record high (bullish). EBITDA rose to $28.20M from $18.00M (bullish). The company expanded production capacity (bullish). **Net Tilt:** Bullish due to strong revenue growth and EBITDA expansion despite EPS miss."
2023-05-02,4,"**Ownership Increase:** Bullish. [ownership-increase-held|ess0.37] LLC increased its stake in JJSF by 10.7% in Q4 and by 144.2% in Q2, indicating confidence. Additionally, [stake-acquiree|ess0.18] LLC bought 180 new shares.

**Earnings Forecast:** Neutral. Analysts predict EPS of $4.23 for the current fiscal year, aligning with expectations but lacking directional signal.

**Net Tilt:** Bullish due to significant ownership increases."
2023-05-03,8,"**Analyst Ratings:** TheStreet upgraded JJSF from ""C"" to ""B-"", bullish.

**Ownership Changes:** 
- Bullish: Morgan Stanley, Wells Fargo, and Macquarie increased positions significantly.
- Bearish: Cantonalbank sold 293 shares.

**Earnings:** Q2 earnings call held on May 1st; no specific details provided.

**Net Tilt:** Bullish due to analyst upgrade and significant increases in major holdings despite one small sell-off."
2023-05-04,5,"**Earnings Surge Bullish:** J&J Snack Foods reported operating income of $4.57 million, a 86% increase year-over-year, indicating strong operational performance.

**Institutional Ownership Increase Bullish:** Both Captrust Financial Advisors and Fmr LLC increased their positions in J&J Snack Foods by 4.3% and 15.6%, respectively, signaling institutional confidence.

**Stock Price Neutral:** Shares opened at $156.26, reflecting no immediate price movement but maintaining a stable position.

**Net Tilt:** Bullish due to robust earnings growth and significant institutional buying."
2023-05-05,5,"**Revenue Growth:** Bullish. J&J Snack Foods reported a 20.0% YoY increase in revenue.

**EPS Estimate Downgrade:** Bearish. William Blair downgraded Q3 2023 EPS estimate to $0.62.

**Price Target Upgrade:** Bullish. Benchmark raised PT to $170 from lower figure.

**FY2023 EPS Estimate:** Neutral. William Blair estimates FY2023 EPS at $3.90.

**Rating Maintenance:** Neutral. Benchmark maintains ""Buy"" rating.

**Net Tilt:** Mixed signals with revenue growth and PT upgrade bullish, but EPS downgrade bearish."
2023-05-06,3,"**Earnings Estimate Downgrade:** William Blair downgraded J&J Snack Foods' Q4 2023 EPS estimate to $1.61, bearish.

**Institutional Ownership Increase:** Victory Capital Management increased its stake by 1,460.7%, and Eaton Vance Management increased its stake by 53.8%, both bullish.

**Net Tilt:** Mixed signals with one bearish earnings downgrade and two strong institutional buys."
2023-05-13,14,"**Revenue Growth:** Bullish. QoQ revenue up 20.0%.

**Institutional Ownership:** Bullish. Multiple institutions increased positions: Blackrock (+0.9%), Vanguard (+1.9%), Allspring (+1.7%), Macquarie (+7.5%), State Street (+2.1%), Llc (+144.2%), Bessemer Group (+578.6%).

**Minor Ownership Shifts:** Bearish. One fund sold 707 shares.

**Earnings & Guidance:** Neutral. Earnings reported on May 1st; analysts expect EPS of 3.85 for FY.

**Stock Price:** Bearish. Shares opened at $159.45 on Friday, down slightly from previous close.

**Net Tilt:** Bullish, with strong institutional support outweighing minor selling pressure."
2023-05-16,4,"**Ownership Changes:** 
- **Bullish:** Citigroup Inc. increased its stake in JJSF by 25.4%.
- **Bearish:** Another bank decreased its stake in JJSF.

**Earnings Performance:**
- **Bearish:** JJSF reported EPS of $0.43, missing the consensus estimate of $0.49.

**Net Tilt:** Bearish due to earnings miss despite institutional interest increase."
2023-05-17,5,"**Ownership Increases:** Raymond James & Associates increased holdings by 25.0%, PNC Financial Services Group by 6.6%, Bank of Montreal by 2.8%, and MetLife Investment Management by 52.5%. **Direction:** Bullish. Institutional investors' increased holdings suggest confidence in JJSF’s future performance.

**System Position:** A system holds a $689,000 position in JJSF. **Direction:** Neutral. This indicates ongoing interest but does not provide directional bias.

**Net Tilt:** Bullish. Multiple significant ownership increases indicate strong institutional support."
2023-05-19,1,"**Dividend Announcement:** J&J Snack Foods Corp. announced a quarterly cash dividend. This is **neutral** as it does not provide specific figures or changes in dividend amount, but indicates consistent payout policy. No other trading-relevant signals provided."
2023-05-22,8,"**Ownership Trends:** Bullish. Institutional investors like Blackrock, Vanguard, Allspring Global, and State Street increased their positions in JJSF, with notable boosts from Victory Capital (+43.7%) and Inc. (+14.4%). However, Envestnet Asset Management reduced its holdings slightly (-2.1%).

**Earnings Estimate:** Neutral. Analysts expect EPS of $3.85 for the current year.

**Net Tilt:** Bullish due to significant increases by major institutions despite one minor reduction."
2023-05-23,6,"**Revenue Growth:** Bullish; J&J Snack Foods reported a 20.0% YoY increase in revenue.

**Institutional Ownership:** Bullish; Fmr LLC increased its position by 15.6%, and Bessemer Group Inc. grew its stake by 578.6%.

**New Stake:** Bullish; Raymond James Financial Services Advisors Inc. bought 587 shares.

**Stock Price:** Bearish; Shares opened at $155.33, down from previous close.

**Dividend:** Neutral; Company declared a $0.70 dividend.

**Net Tilt:** Bullish, with strong institutional buying offsetting stock price weakness."
2023-05-28,8,"**Ownership Increases:** Bullish. Multiple institutions increased their stakes in JJSF: Dimensional Fund Advisors LP, Citigroup Inc., PNC Financial Services Group Inc., Bank of Montreal Can, and MetLife Investment Management LLC, indicating institutional confidence.

**Stock Performance:** Neutral. JJSF stock was up 0.1%, opening at $156.45.

**Earnings Estimate:** Neutral. Analysts predict EPS of 3.85 for the current year.

**Net Tilt:** Bullish due to significant institutional buying."
2023-05-29,5,"**Bullish Ownership Increases:** Blackrock Inc., Vanguard Group Inc., Allspring Global Investments Holdings LLC, Macquarie Group Ltd., and State Street Corp. all increased their stakes in J&J Snack Foods during recent quarters. Blackrock lifted its position by 0.9%, Vanguard by 1.9%, Allspring by 1.7%, Macquarie by 7.5%, and State Street by 2.1%. This indicates continued institutional support and confidence in the stock."
2023-06-02,5,"**Earnings:** J&J Snack Foods reported EPS of $0.17, missing the expected $0.61 (bearish).

**Ownership Increases:** Bessemer Group Inc. increased its stake by 578.6%, and another entity increased its position by 144.2% (bullish).

**Stake Acquisition:** O Shaughnessy Asset Management LLC acquired 1,698 shares (bullish).

**Net Tilt:** Mixed signals with significant institutional buying offsetting earnings miss."
2023-06-03,3,"Revenue growth: J&J Snack Foods reported a 20.0% YoY increase in quarterly revenue, bullish. Ownership increase: Fmr LLC increased its stake by 15.6%, indicating confidence, bullish. Acquisition: The firm acquired 2,919 additional shares, showing continued interest, bullish. Net signal is strongly bullish with no conflicting signals."
2023-06-05,7,"**Ownership Increases:** Multiple institutional investors increased their stakes in JJSF, including Vanguard (+1.9%), Allspring (+1.7%), Macquarie (+7.5%), State Street (+2.1%), Wells Fargo (+234.8%), Eaton Vance (+53.8%), and Victory Capital bought 1,595 new shares. **Direction:** Bullish. Evidence: Significant stake increases indicate confidence in JJSF’s future performance."
2023-06-10,7,"**Ownership Trends:** Bullish. Raymond James & Associates, Citigroup Inc., PNC Financial Services Group Inc., Bank of Montreal, and MetLife Investment Management increased their holdings in JJSF by 25%, 8.1%, 6.6%, 2.8%, and 52.5% respectively. However, one LLC decreased its position slightly.

**Earnings Estimate:** Neutral. Analysts predict EPS of $3.85 for the current year, unchanged from previous estimates. 

**Net Tilt:** Bullish due to significant increases in major institutional holdings despite one minor reduction."
2023-06-13,3,"**Revenue Beat:** J&J Snack Foods reported Q revenue of $337.85M vs. analyst estimates of $335.18M, beating expectations by $2.67M (Bullish).

**Ownership Increase:** Llc increased its stake in JJSF by 603.4% in Q3, indicating strong institutional interest (Bullish).

**Position Held:** Another Llc holds a significant position of $21.94M in JJSF, suggesting continued institutional confidence (Bullish).

**Net Tilt:** Bullish."
2023-06-14,4,"**Ownership Increase:** Bullish. Bessemer Group Inc. increased its stake in JJSF by 578.6%, and Benedict Financial Advisors Inc. acquired 1,344 shares.

**Earnings Data:** Neutral. JJSF released its quarterly earnings data on May 1st, but no specific figures or surprises were detailed in the provided headlines.

**Net Tilt:** Bullish due to significant institutional buying."
2023-06-15,8,"**Ownership Increases:** Blackrock, Vanguard, Macquarie, Morgan Stanley, and State Street all increased their positions in JJSF, with Morgan Stanley growing its stake by a massive 319.3%. **Bullish**.

**Dividend Announcement:** JJSF announced a quarterly dividend of $0.70. **Neutral**.

**Earnings Estimate:** Analysts predict EPS of 3.85 for the current fiscal year. **Bullish**.

**Net Tilt:** Bullish due to significant institutional buying and positive earnings estimates."
