date,n_headlines,summary
2023-01-11,40,"**Bearish Signals:**
- **Price Target Downgrades:** Multiple firms downgraded AMZN’s price targets significantly (e.g., Atlantic Securities from $160 to $120, Wells Fargo from $200 to $155).
- **Layoffs:** Amazon announced layoffs of 18,000 employees.
- **Facility Closures:** Amazon closing warehouses in Jarrow and near Barcelona.

**Bullish Signals:**
- **Product Launch:** “Buy With Prime” rolling out to US merchants on Jan 31.
- **Partnerships:** Disney and Avalanche partnering with AWS.
- **Ownership Increases:** Legal & General Group and State Street Corp increased stakes in AMZN.

**Net Tilt:** Bearish due to overwhelming downgrade activity and layoffs."
2023-01-12,47,"**Analyst Actions:** Bearish. Bernstein upgraded AMZN to Buy; however, Raymond James, Citigroup, Wedbush, UBS, Rosenblatt Securities, Cowen, Bank of America, JPMorgan, MKM Partners, and BofA Securities all downgraded price targets, reducing them significantly (e.g., UBS from $165 to $125).

**Earnings Estimate:** Bearish. Jefferies cut Q4 2022 earnings estimates.

**Legal & Executive Changes:** Bearish. Amazon lost an appeal, an executive resigned, and layoffs were confirmed (up to 1,000 in India).

**Partnerships & Product Updates:** Mixed. AWS introduced new features and partnered with Ava Labs and Rent the Runway, while Amazon settled a race bias suit.

**Ownership Changes:** Mixed. Twin Capital Management, LLC, and other funds increased holdings, but another fund decreased holdings.

**Net Tilt:** Bearish. Downgrades and negative developments outweigh positive signals."
2023-01-13,25,"**Bearish Signals:**
- **Price Target Downgrades:** Barclays ($140 from $200), Bernstein ($125 from $150), Deutsche Bank ($130 from $150), Credit Suisse ($142 from $159), Goldman Sachs ($145 from $165), Telsey Advisory Group ($140 from $150), Truist Financial ($160 from $170), Piper Sandler ($119 from $125).
- **Legal Issues:** JP Morgan sues Amazon.
- **Insider Sell:** CEO Adam Selipsky sold 345 shares.
- **Ownership Decrease:** Hutchinson sold 772 shares, LLC reduced position.

**Bullish Signals:**
- **Acquisition:** Acquired Shopbop in 2006.
- **Strategic Collaboration:** AWS collaboration announced.
- **Business Contract:** Gargantuan deal with top fashion label.
- **Hirings:** Hiring in South Africa.
- **Ownership Increase:** Capital Advisors, Hamilton, and LLC increased positions.
- **Product Development:** In-house AI development.

**Net Tilt:** Bearish due to multiple downgrades and legal issues outweighing positive developments."
2023-01-14,23,"**Bearish Signals:**
- **Price Target Downgrades:** Multiple firms downgraded AMZN’s price targets significantly: Tigress Financial ($232 → $192), RBC ($175 → $135), Wells Fargo ($200 → $155), Jefferies ($165 → $135), Mizuho ($155 → $135), Evercore ISI ($170 → $150), Goldman Sachs ($165 → $145), JMP Securities ($150 → $140), DA Davidson ($114 → $114).
- **Ownership Decreases:** Carlton Hofferkamp & Jenks Wealth Management LLC sold shares, and Stratos Wealth Partners LTD. decreased its stake by 4.6%.

**Bullish Signals:**
- **Ownership Increases:** Vermont, Llc, State Street Corp, Legal & General Group Plc, and individuals increased positions.
- **Stock Performance:** AMZN stock up 3.0%.
- **Product Expansion:** Kindle expansion.

**Net Tilt:** Bearish due to multiple significant price target downgrades and ownership decreases outweighing bullish signals."
2023-01-15,18,"**Bearish Signals:**
- **Price Target Downgrades:** Needham, Oppenheimer, Citigroup, Raymond James, Morgan Stanley, Cowen, Bank of America, and Rosenblatt all downgraded AMZN’s price targets significantly.
- **Insider Sales:** SVP David Zapolsky and VP Shelley Reynolds sold shares recently.
- **Net Tilt:** Strongly bearish due to multiple downgrades and insider sales.

**Bullish Signals:**
- **Product Release:** Echo Auto was just released.
- **Ownership Increases:** Ifm Investors Pty Ltd, Markel Corp, and Llc increased their positions in AMZN.
- **Net Tilt:** Mildly bullish but overwhelmed by bearish signals.

**Neutral Signals:**
- **Savings:** Alexa kit is expected to deliver $10 in savings.
- **Partnership Opinion:** Article discusses Amazon and Walmart's BNPL partner status.
- **Stake Acquisition:** First National Corp MA ADV purchased additional shares.
- **Position Holding:** A firm holds a significant stake in AMZN.

**NET TILT:** Strongly Bearish"
2023-01-16,19,"**Bearish Signals:**
- **Downgrades:** Barclays downgraded AMZN from $200 to $140, Citigroup from $185 to $145, and Sanford C. Bernstein from $150 to $125.
- **Layoffs:** Amazon announced 18,000 job cuts.
- **Insider Sales:** Daniel P. Huttenlocher sold 1,720 shares, and CFO Brian T. Olsavsky sold 15,240 shares.
- **Partnership Termination:** Amazon terminated its partnership with Jeremy Clarkson.

**Bullish Signals:**
- **Product Launch:** Amazon Prime Lite subscription launching in India.
- **Ownership Increases:** Multiple firms increased their stakes in AMZN significantly in Q2 and Q3.

**Net Tilt:** Bearish due to multiple downgrades and significant layoffs outweighing product launches and ownership increases."
2023-01-17,20,"**Price Target Downgrades:** Multiple firms downgraded AMZN’s price targets: UBS from $165 to $125, Robert W. Baird from $150 to $130, Goldman Sachs from $165 to $145, Credit Suisse from $159 to $142, Deutsche Bank from $150 to $130, Cowen from $160 to $140, Telsey Advisory from $150 to $140, and Truist Financial from $170 to $160. **Bullish:** Zappos launched a new WOW service, and AWS partnered with Zone. **Bearish:** CEO Douglas J. Herrington sold shares, and one investor (Verde Servicos) reduced holdings. **Neutral:** Vanguard and State Street increased their stakes. **Net Tilt:** Bearish due to multiple downgrades and insider sell."
2023-01-18,42,"**Bearish Signals:**
- **Price Target Downgrades:** Multiple firms downgraded AMZN targets: Needham ($120), Raymond James ($130), Wedbush ($140), Wells Fargo ($155), JPMorgan ($130), MKM Partners ($125), Cowen ($140), JPM Securities ($140), Piper Sandler ($119).
- **Sanctions/Fines:** Amazon faces multiple fines including $60,269 for worker safety violations.
- **Layoffs:** Amazon initiating layoffs affecting 18K employees.
- **Regulatory Investigation:** Agency to inspect Amazon facilities.

**Neutral/Bullish Signals:**
- **Ownership Changes:** Some institutions increased holdings (e.g., State Street Corp, Legal & General Group Plc), while others decreased (e.g., Ziegler Capital Management LLC).

**Net Tilt:** Strongly Bearish."
2023-01-19,42,"**Bearish Signals:**
- **Price Target Downgrades:** Barclays, Monness Crespi & Hardt, Citigroup, MKM Partners, and Evercore ISI all downgraded AMZN’s price targets significantly, with MKM Partners cutting from $145.00 to $125.00.
- **Fines and Layoffs:** OSHA fined Amazon $29,008, and the company announced layoffs affecting 2,300 employees in Seattle and up to 28,000 globally.
- **Insider Sales:** CFO Brian T. Olsavsky and CEO Adam Selipsky sold shares recently.

**Net Tilt:** Strongly Bearish."
2023-01-20,27,"**Price Target Downgrades:** Multiple firms downgraded Amazon’s price targets: Oppenheimer to $130, UBS to $125, Morgan Stanley to $140, Rosenblatt to $103, Credit Suisse to $142, and Goldman Sachs to $145. **Bearish**.

**Prime Price Increase:** Amazon raised its annual U.S. Prime subscription price by 17%. **Bullish** (potential revenue boost), but **Bearish** (risk of churn).

**Layoffs:** Amazon initiated layoffs in November, impacting Comixology. **Bearish**.

**Investments:** AWS plans significant investments in Virginia ($35B by 2040) and Hyderabad (Rs 36,300 crore). **Bullish**.

**Partnerships:** AWS partnered with Waton Securities International, and Comixology with publishers like Viz Media. **Bullish**.

**Market Exit:** Amazon is pulling out of downtown Seattle. **Bearish**.

**Insider Sell:** CEO Douglas J. Herrington sold shares. **Bearish**.

**Net Tilt:** **Bearish** due to multiple downgrades and layoffs outweighing positive investment news."
2023-01-21,13,"**Net Tilt: Bearish**

- **Downgrade & Price Target Cut**: Oppenheimer downgraded AMZN, cutting target price from $165 to $130.
- **Layoffs**: AMZN announced layoffs of 18,000 employees.
- **Insider Sell**: Director Daniel P. Huttenlocher sold 1,720 shares.
- **Stock Performance**: Stock dropped 25%, though it recovered slightly, closing up 3.8%.

**Positive Signals**:
- **Collaboration**: AWS partnered with Telangana government.
- **Investment**: AWS announced new investments.
- **Ownership Increase**: Fmr LLC and Northern Trust Corp significantly increased holdings.

**Conflicting Signals**: Despite positive developments, significant bearish signals dominate."
2023-01-22,21,"**Bearish Signals:**
- **Price Target Downgrades:** Barclays downgraded AMZN from $200 to $140; RBC from $175 to $135; Tigress Financial from $232 to $192; Bernstein from $150 to $125; Monness Crespi & Hardt from $172 to $136; Cowen from $160 to $140; JPMorgan from $145 to $130.
- **Ownership Decrease:** Capital Investment Counsel Inc., Hancock Whitney Corp, V., and Handelsbanken Fonder AB all reduced their stakes.

**Bullish Signals:**
- **Government Contracts:** Mi and Strs Ohio increased their stakes.
- **Product Launch:** Amazon launching air cargo fleet, Prime Air in India.
- **Investment:** Amazon invested Rs 400 crore in Amazon India.
- **Ownership Increase:** LLC increased stake by 24.6%, Mi by 2.8%.

**Net Tilt:** Bearish due to multiple price target downgrades and significant stake reductions outweighing bullish signals."
2023-01-23,30,"**Bearish Signals:**
- **Downgrades:** Wells Fargo downgraded AMZN from $200 to $155, Deutsche Bank from $150 to $130, and JMP Securities from $150 to $140.
- **Layoffs:** AMZN is cutting 157 workers in multiple locations.
- **Facility Closures:** AMZN is closing three business units in India and a Fresh store.
- **Insider Sell:** CFO Brian T. Olsavsky sold 15,240 shares.

**Bullish Signals:**
- **Acquisition Interest:** AMZN attempting to acquire Ocado.
- **Product Launches:** AMZN launches air cargo network in India and a Michael Jordan film through Amazon Studios.
- **Partnerships:** AMZN teams up with Quikjet Cargo Airlines and expands payments partnership with Stripe.

**Net Tilt:** Bearish due to significant downgrades and layoffs outweighing positive developments."
2023-01-24,64,"**Bearish Signals:**
- **Price Target Downgrades:** Multiple firms downgraded AMZN’s price targets: Needham ($120 from $175), UBS ($125 from $165), Evercore ISI ($150 from $170), Goldman Sachs ($145 from $165), MKM Partners ($125 from $145), Telsey Advisory Group ($125 from $140, $140 from $150), DA Davidson ($114 from $145).
- **Layoffs and Facility Closures:** Amazon began cutting 18,000 workers and closed multiple logistics centers and stores.
- **Stock Performance:** AMZN fell pre-market and faced criticism over Whole Foods.

**Bullish Signals:**
- **Revenue Growth and New Products:** Amazon reported impressive revenue growth and launched RxPass, a healthcare subscription service, and expanded AWS services.
- **Acquisitions and Partnerships:** Amazon acquired PillPack and is buying One Medical, indicating strategic expansion.

**Net Tilt:** Bearish due to overwhelming analyst downgrades and layoffs."
2023-01-25,43,"**Analyst Actions:** Bullish - UBS upgraded AMZN to Buy; Bearish - Atlantic Securities, Needham, Wedbush, Mizuho, and Credit Suisse downgraded AMZN with reduced price targets.

**Strikes:** Bearish - Amazon workers in the UK staged strikes over pay, indicating labor issues.

**Product Launches:** Bullish - Amazon launched a $5 generic product and rolled out a new Prime feature.

**Layoffs:** Bearish - AMZN announced significant layoffs in 2022.

**Insider Sales:** Bearish - SVP David Zapolsky and Director Daniel Huttenlocher sold shares.

**Partnerships:** Bullish - Amazon partnered with Stripe and inked deals with Amazon Studios.

**Settlement:** Neutral - Whole Foods settled a case for nearly $300k.

**Stock Performance:** Bearish - AMZN’s stock fell 2.41% to $94 and declined 22% over three months.

**Net Tilt:** Bearish due to multiple downgrades, insider sales, and strikes, despite some positive developments."
2023-01-26,33,"**Price Target Downgrades:** Raymond James, MKM Partners, Cowen, JPMorgan Chase, Piper Sandler, and Bernstein all downgraded AMZN’s price targets, indicating **bearish sentiment**. 

**Earnings Estimate Downgrade:** Telsey Advisory Group lowered Q1 2023 EPS estimates, further signaling **negative outlook**.

**Employee Strike:** Employees went on strike, adding **negative pressure**.

**Product Launches:** RxPass and Floodlight Cam were launched, providing **positive catalysts**.

**Layoffs:** AMZN is cutting jobs, reinforcing **negative sentiment**.

**Ownership Changes:** Multiple entities increased holdings, while management decreased stake, showing mixed signals but leaning **slightly negative**.

**Facility Actions:** AMZN is selling an office complex but opening new stores, indicating **mixed signals**.

**Net Tilt:** Strongly **Bearish** due to multiple downgrades and layoffs outweighing positive product launches."
2023-01-27,47,"**Bearish Signals:**
- **Price Target Downgrades:** Telsey Advisory Group, Deutsche Bank, Robert W. Baird, and Evercore ISI all lowered their price targets on AMZN, indicating reduced expectations.
- **Earnings Estimate Downgrades:** Telsey Advisory Group and Jefferies Financial Group decreased their EPS forecasts for Q1 2023 and Q4 2022, respectively.
- **Worker Walkout:** Amazon workers staged their first walkout, signaling potential labor issues.
- **Facility Closures:** Amazon began shutting down logistics centers, suggesting operational adjustments.
- **Stock Performance:** AMZN is down over a certain threshold, reflecting market sentiment.

**Bullish Signals:**
- **Legal Wins:** Whole Foods won a legal case and another lawsuit was dismissed, reducing legal risks.
- **Product Launches:** Prime Video unveiled new content, potentially boosting subscriber interest.
- **Investment Plans:** AWS announced a $35 billion investment plan, indicating growth intentions.
- **Ownership Increases:** Multiple institutional investors increased their stakes in AMZN, showing confidence.

**Net Tilt:** Bearish due to multiple downgrades and operational concerns outweighing positive legal and product developments."
2023-01-28,26,"**Bearish Signals:**
- **Downgrades:** Multiple firms downgraded AMZN with lower targets: Barclays ($140 from $200), Bank of America ($137 from $157), Credit Suisse ($142 from $159), UBS ($118 from $121), and Atlantic Securities ($120 from $160).
- **Earnings Estimate Cut:** Oppenheimer reduced Q4 2023 EPS estimates.
- **Layoffs:** Amazon announced cutting 18,000 workers.
- **Discontinuations:** Free grocery delivery in the U.S. is ending.
- **Facility Sales:** Selling Bay Area offices.
- **Insider Sell:** CFO Brian T. Olsavsky sold shares.

**Bullish Signals:**
- **Earnings Positive:** Q4 net income was $2.9 billion.
- **Product Launches:** AWS launched a new region in Melbourne, a subscription drug service, and Amazon Air in India.
- **Investment:** AWS plans a $4.5 billion investment.
- **New Sites:** Opened new sites in Sioux Falls and a contactless grocery store in Croydon.

**Net Tilt:** Bearish due to multiple downgrades and negative operational changes outweighing positive earnings and product launches."
2023-01-29,21,"**Bearish Signals:**
- **Price Target Downgrades:** Multiple firms downgraded AMZN’s price targets significantly: Tigress Financial ($232 → $192), Citigroup ($185 → $145), Sanford C. Bernstein ($150 → $125), Mizuho ($155 → $135), Goldman Sachs ($165 → $145), and Mkm Partners ($145 → $125).
- **Insider Sales:** SVP David Zapolsky and CEO Douglas J. Herrington sold shares recently.
- **Ownership Decreases:** Miami, Sumitomo Life Insurance, Meitav Dash Investments, and Vantage Financial Partners reduced their stakes.

**Bullish Signals:**
- **Ownership Increases:** Migdal Insurance & Financial Holdings, Llc, Capital Advisors Inc., and Sg Americas Securities increased their stakes significantly.
- **New Stake Acquisition:** Czech National Bank and James Investment Research acquired significant shares.

**Net Tilt:** Bearish due to multiple price target downgrades and insider sales outweighing ownership increases."
2023-01-30,38,"**Bearish Signals:**
- **Price Target Downgrades:** Needham ($120 from $175), Cowen ($140 from $160), Wolfe Research ($130 from $150), Barclays ($130 from $140), UBS ($118 from $121).
- **Earnings Estimate Downgrade:** Jefferies lowered FY2022 earnings estimates.
- **Legal Issues:** Voip-Pal.com lawsuit stay lifted; Alexa privacy suit dismissed.
- **Facility Closures:** Amazon closing Shakopee facility.
- **Product Price Raise:** Amazon Fresh prices increased.
- **Insider Sell:** Counsel Co. sold 7,990 shares.

**Bullish Signals:**
- **Market Share Gain:** Amazon gained more market share.
- **Price Target Upgrade:** Credit Suisse raised PT to $171.
- **Product Launches:** Air cargo service, AWS University Scouts Program.
- **Partnerships:** Third-party airline, Semtech collaboration with AWS.
- **Ownership Increases:** Multiple firms increased stakes in Amazon.
- **Stake Acquisitions:** Llc and Pinnacle Financial Partners bought shares.

**Neutral Signals:**
- **Analyst Ratings Neutral:** Barclays maintained overweight, Credit Suisse reiterated Buy.
- **Revenue Guidance:** Q4 net sales expected between $140 billion.
- **Earnings Estimates:** Consensus FY20"
2023-01-31,44,"**Bullish Signals:**
- Credit Suisse upgraded price target to $171 from $142.
- AWS sales up 27% YoY.
- Amazon bought 8.3GW of renewable energy in 2022.
- Partnership with Zurich Insurance Group.
- Amazon’s share price rose 20% in January.

**Bearish Signals:**
- Multiple downgrades: Atlantic Securities ($120 from $160), Wedbush ($140 from $175), Telsey Advisory Group ($125 from $140), Robert W. Baird ($130 from $150), Piper Sandler ($119 from $125), UBS ($118 from $121).
- Russian court fined Amazon $57,000.
- Layoffs in San Diego.
- CFO and director insider sales.
- Cost-cutting measures.
- Amazon stock down 1.7%.

**Net Tilt:** Bearish due to multiple downgrades and negative events outweighing positive developments."
2023-02-01,33,"**Bearish Signals:**
- **Price Target Downgrades:** Morgan Stanley ($175 → $140), Oppenheimer ($165 → $130), Citigroup ($185 → $145), Mizuho ($155 → $135), Deutsche Bank ($150 → $130), Goldman Sachs ($165 → $145), JMP Securities ($150 → $140).
- **Analyst Downgrades:** Erste Group Bank (Buy → Hold), Da Davidson ($114 target).
- **Strikes and Accidents:** Workers began a 17-day strike; deadly warehouse collapse.
- **Layoffs:** Amazon announced 18,000 job cuts, including 2,300 layoffs.
- **Regulatory Investigation:** DOJ probing Amazon.
- **Contract Termination:** H-E-B terminated Amazon contract.

**Bullish Signals:**
- **Facility Openings:** Amazon Fresh opening new location.
- **Hirings:** Added 133,000 workers in 2020.
- **Ownership Increases:** Associates and Counsel Inc. increased holdings.
- **Stock Performance:** Up 2.6%, 57% off previous high.
- **Revenue Estimate:** Expected to report $145 billion in revenue.

**Net Tilt:** Bearish due to multiple downgrades and negative events"
2023-02-02,121,"**Amazon (AMZN) Daily Brief for 2023-02-02**

**Earnings:** Bullish/Bearish Mixed. Amazon reported Q4 EPS of $0.03 vs. consensus $0.17, missing by $0.14. Revenue beat expectations. However, profits fell 98% Y/Y, and Q1 guidance missed estimates.

**Analyst Actions:** Bearish. Jefferies upgraded to Buy; Needham downgraded PT from $175 to $120; JPMorgan downgraded PT from $145 to $130.

**Catalysts:** Bullish. Amazon launched ""Buy with Prime"" and saw AWS revenue grow to $21.378B. Bearish. Workers in Barcelona struck, and shares lost half value since peak.

**Net Tilt:** Bearish due to earnings miss, profit decline, and multiple downgrades despite revenue beat and new product launch."
2023-02-03,131,"**Revenue Positive:** Amazon beat revenue estimates, with FY22 revenue above expectations despite a slight decline. **Bullish**

**Earnings Negative:** Q4 EPS ($0.03) and pre-tax profit ($2.26B) missed estimates; FY22 net profit ($19.04B) also below forecasts. **Bearish**

**Price Target Mixed:** Barclays upgraded to $150, Cowen to $150, Jefferies to $135, UBS to $127, but Morningstar downgraded to $137 and Wells Fargo to $145. **Net Neutral**

**Operational Challenges:** AWS missed estimates, international sales fell, and cloud sales slowed. **Bearish**

**Capex Up:** FY22 capex increased to $59.68B. **Neutral**

**Acquisitions:** Amazon acquired 1Life and is pursuing iRobot. **Bullish**

**Antitrust Risk:** FTC preparing potential antitrust suit. **Bearish**

**Net Tilt:** Bearish due to earnings misses and operational challenges, offset slightly by revenue beats and acquisitions."
2023-02-04,27,"**Net Direction: Bearish**

**Price Target Adjustments:**
- **Bearish:** Telsey Advisory Group, Wedbush downgraded from $140.00 to $125.00.
- **Bullish:** Wolfe Research upgraded from $115.00 to $130.00; Credit Suisse from $142.00 to $171.00; Barclays from $130.00 to $150.00; UBS from $118.00 to $127.00; Cowen from $140.00 to $150.00; Evercore ISI from $150.00 to $160.00; Robert W. Baird from $120.00 to $125.00; Oppenheimer from $130.00 to $135.00; Rosenblatt Securities from $103.00 to $106.00.

**Earnings & Guidance:**
- **Bearish:** Weaker-than-expected quarterly earnings, EPS of $1.39 (beat consensus).
- **Neutral:** Updated Q1 2023 guidance.

**Regulatory & Insider Activity:**
- **Bearish:** FTC investigation initiated.
- **Bearish:** Director Hut"
2023-02-05,33,"**Price Target Adjustments:** Bullish (Wolfe Research, Credit Suisse, JPMorgan, Susquehanna, Morgan Stanley, Piper Sandler) with higher targets; Bearish (Atlantic Securities, DA Davidson) with lower targets. **Ownership Changes:** Bullish (Vanguard, State Street, Counsel Inc., Stephens Inc., Bridgefront Capital LLC, Capital Advisors Inc., PGGM Investments, Daiwa Securities) with increased stakes; Bearish (Sageworth Trust Co, Girozentrale, Chemung Canal Trust Co, Baron Silver Stevens Financial Advisors LLC, Management) with decreased stakes. **Analyst Ratings:** Neutral (Needham & Company LLC reiterates ""buy"" rating). **Earnings Estimates:** Analysts predict FY EPS of 1.58 and Q1 2023 EPS of 0.22. **Stock Performance:** AMZN down 8.43%. **Net Tilt:** Mixed but slightly bullish due to multiple upgrades outweighing downgrades."
