date,n_headlines,summary
2023-04-09,7,"**Price Target Downgrade:** Keefe, Bruyette & Woods downgraded NBTB, cutting the target price from $42.00 to $37.50 (Bearish).

**Institutional Ownership Increases:** Blackrock, Vanguard, Dimensional Fund Advisors, State Street, and Geode Capital all increased their positions in NBT Bancorp (Bullish).

**Stock Performance:** NBTB stock gained 1.7% (Bullish).

**Net Tilt:** Mixed signals with institutional buying supporting the stock despite a downgrade, indicating potential near-term stability but long-term concerns."
2023-04-13,14,"**Net Tilt: Bearish**

**Analyst Actions:**
- **Bearish:** Keefe, Bruyette & Woods downgraded NBT Bancorp, reducing target price from $42.00 to $37.50.
- **Slightly Bearish:** Raymond James reduced target price from $49.00 to $47.00.

**Revenue Performance:**
- **Bearish:** QTR revenue of $133.87M missed expectations by $0.05M.

**Ownership Changes:**
- **Bullish:** Multiple institutions increased holdings, including Lazard Asset Management, Royal Bank of Canada, Handelsbanken Fonder, New York State Teachers Retirement System, and Great West Life Assurance Co.

**Merger Update:**
- **Neutral-Bullish:** Salisbury Bancorp shareholders approved merger with NBT Bancorp.

**Earnings Guidance:**
- **Neutral:** Analysts predict EPS of 3.43 for the current year.

**Net Signal:** Mixed signals with a slight bearish tilt due to revenue miss and analyst downgrades."
2023-04-17,9,"**Net Tilt: Bearish**

- **Bearish**: Keefe, Bruyette & Woods downgraded NBT Bancorp’s target price from $42.00 to $37.50.
- **Bearish**: Raymond James lowered their price objective from $49.00 to $47.00.
- **Bearish**: NBT missed EPS expectations, reporting $0.86 vs. expected $0.93.
- **Neutral**: Institutional investors (Quantbot Technologies, Graham Capital Management, Atria Wealth Solutions, Citigroup) increased holdings.

**Conflicting Signals**: Institutional buying is positive but analyst downgrades and earnings miss are negative, tilting overall sentiment bearish."
2023-04-20,10,"**Price Target Downgrade:** Keefe, Bruyette & Woods downgraded NBT Bancorp’s price target from $42.00 to $37.50 (Bearish).

**Institutional Ownership Increases:** Multiple institutions including Blackrock Inc., Vanguard Group Inc., Dimensional Fund Advisors LP, and State Street Corp increased their positions (Bullish). New York State Teachers Retirement System also purchased additional shares (Bullish).

**Earnings Guidance:** Analysts predict EPS of 3.43 for the current fiscal year (Neutral).

**Stock Price:** Opened at $33.62 on Thursday (Neutral).

**Net Tilt:** Mixed signals with bearish downgrade offset by bullish institutional buying."
2023-04-22,4,"**Raymond James downgraded NBT Bancorp, cutting the target price from $49.00 to $47.00 (Bearish)**. Institutional ownership trends remain mixed: Jane Street Group LLC increased its position by 107.4% in Q4 (Bullish), while Kentucky and another Llc boosted holdings by 27.5% in Q2 (Bullish). Despite institutional buying, the downgrade suggests caution. **Net Tilt: Bearish**."
2023-04-24,13,"**Earnings Mixed:** NBT Bancorp (NBTB) reported Q1 EPS of $0.78, missing consensus by $0.07 but beating estimates by $0.03. Revenue rose to $126.48M from $123.01M. Net income was $33.7M. Pretax income fell to $47.31M from $50.29M. Expenses dropped to $3.8M. The dividend increased to $0.30 from $0.28. **Net Tilt:** Bearish due to EPS miss and pretax income decline, offset by revenue growth and higher dividend."
2023-04-25,2,"**Earnings Call & Results (April 25, 2023)**

- **Revenue**: Missed estimates with $67.9M vs. $69.2M expected.
- **EPS**: Beat expectations at $0.85 vs. $0.80 forecasted.
- **Analyst Action**: BMO Capital Markets downgraded from Outperform to Market Perform with PT lowered from $65 to $55.
- **Supply/Production**: No significant changes reported.

**Net Tilt**: Bearish due to revenue miss and downgrade despite EPS beat."
2023-04-26,1,"**Earnings Call Highlights:**

- **Revenue:** Q1 revenue of $150M, slightly below guidance of $155M.
- **EPS:** EPS of $1.20, beating guidance of $1.15.
- **Analyst Actions:** BofA downgraded from ""Buy"" to ""Neutral,"" reducing PT from $75 to $68.
- **Supply/Production:** Supply chain disruptions expected to ease by Q3.
- **Catalysts:** New loan product launch delayed until Q4 due to regulatory hurdles.

**Net Tilt:** Bearish due to revenue miss and downgrade, offset by EPS beat and supply improvement outlook."
2023-04-27,9,"**Price Target Downgrades:** Keefe, Bruyette & Woods downgraded NBT Bancorp’s target price from $42.00 to $37.50; Raymond James lowered their target from $49.00 to $47.00 (Bearish).

**Insider and Institutional Activity:** CFO Scott Allen Kingsley bought 2,310 shares (Bullish); Captrust Financial Advisors, Quantbot Technologies LP, and Graham Capital Management L.P. increased holdings (Bullish); New York State Common Retirement Fund sold shares (Bearish).

**Stock Performance:** NBTB opened at $32.21 (Neutral).

**Earnings Data:** Q1 earnings data was posted on Jan 23 (Neutral).

**Net Tilt:** Mixed signals with slight bias towards Bearish due to multiple downgrades and institutional selling."
2023-05-01,2,"**Earnings Below Expectations:** NBT Bancorp Inc. reported EPS of $0.74, missing expectations. **Bearish.**

**Conference Call:** No additional significant updates or guidance provided during the call. **Neutral.**

**Net Tilt:** Bearish due to earnings miss."
2023-05-03,8,"**Insider & Ownership Activity:** Bullish. CFO Scott Allen Kingsley bought 2,310 shares, indicating confidence. Great West Life Assurance Co., Proshare Advisors LLC, Blackrock Inc., and Dimensional Fund Advisors all increased stakes.

**Price Target Downgrade:** Bearish. Raymond James downgraded price target from $49.00 to $47.00.

**Net Tilt:** Mixed signals with insider and institutional buying vs. analyst downgrade."
2023-05-04,4,"**Price Target Downgrade:** Keefe, Bruyette & Woods downgraded NBT Bancorp’s price target from $42.00 to $37.50 (Bearish).

**Ownership Increases:** Lazard Asset Management LLC and Picton Mahoney Asset Management both acquired new positions in Q1 and Q4 respectively (Bullish).

**Stock Performance:** NBTB hit a new 1-year low at $31.10 (Bearish).

**Net Tilt:** Mixed signals with bearish downgrade and stock performance offset by bullish ownership increases."
2023-05-05,4,"**Ownership Changes:** Captrust Financial Advisors increased its stake in NBT Bancorp by 198.9% in Q1 (bullish). Quantbot Technologies LP and Graham Capital Management L.P. both initiated new positions in NBT Bancorp in Q1 (bullish). Conversely, Td Asset Management Inc. reduced its stake by 8.8% in Q4 (bearish). **Net Tilt:** Bullish due to significant increases and new investments outweighing the single reduction."
2023-05-07,8,"**Net Tilt: Mixed**

**Analyst Action:** Bearish - Keefe, Bruyette & Woods downgraded NBT Bancorp’s price target from $42.00 to $37.50.

**Ownership Changes:** Bullish - Goldman Sachs, Invesco, State Street, and Robeco increased stakes significantly. Handelsbanken Fonder reduced its stake but still holds significant holdings worth $404,000.

**Stock Performance:** Bullish - NBT Bancorp stock gained 8.2%.

**Net Tilt:** Signals conflict, indicating mixed sentiment."
2023-05-12,5,"**Net Tilt: Bearish**

- **Bearish**: Keefe, Bruyette & Woods downgraded NBT Bancorp’s target price from $42.00 to $37.50.
- **Bearish**: Raymond James lowered their target price from $49.00 to $47.00.
- **Bullish**: Graham Capital Management L.P. and another LLC bought new stakes in Q1 and Q4 respectively.

**Net Tilt**: Conflicting signals but overall bearish due to two downgrades outweighing ownership increases."
2023-05-15,2,"Institutional ownership trends mixed: Captrust Financial Advisors increased holdings by 198.9%, bullish (ownership increase). Conversely, State Board of Administration of Florida Retirement System sold shares, bearish (ownership decrease). Net ownership signal slightly bullish due to significant增持和减持的净影响较为复杂，但鉴于Captrust Financial Advisors大幅增加持股比例，而Florida Retirement System只是小幅减持，整体信号略偏正面。需要注意的是，具体交易量和股份变化的具体数字未提供，因此判断基于相对规模的估计。"
2023-05-16,5,"**Insider & Ownership Activity:** Bullish. Director Timothy E. Delaney purchased 40,000 shares, indicating confidence. Versor Investments LP increased its position by 74.7%, and Great West Life Assurance Co. Can raised its stake by 14.7%.

**Dividends:** Neutral. NBTB declared a $0.30 quarterly dividend, unchanged from previous quarters.

**Net Tilt:** Bullish. Multiple insider and institutional increases suggest positive sentiment."
2023-05-19,6,"**Raymond James downgraded NBT Bancorp, lowering the target price from $49.00 to $47.00 (Bearish)**. However, institutional investors showed increased confidence: Goldman Sachs, Invesco, and State Street all significantly increased their stakes in Q2 and Q1 (Bullish). The system reported a $525,000 stake in NBT Bancorp (Neutral). **Net Tilt: Mixed**, with conflicting signals from analysts and institutions."
2023-05-20,8,"**Net Tilt: Bearish**

- **Bearish**: Keefe, Bruyette & Woods downgraded NBT Bancorp, lowering the target price from $42.00 to $37.50.
- **Bullish**: Timothy E. Delaney, a director, acquired 40,000 shares.
- **Bullish**: Multiple institutions increased their stakes: Bank (1.8%), Citigroup (11.8%), Robeco (50.0%), and Great West Life (14.7%).
- **Bearish**: Lutherans trimmed their stake.
- **Neutral**: Swiss National Bank bought shares.

**NET TILT:** Bearish due to the downgrade and target reduction."
2023-05-24,6,"**Raymond James downgraded NBT Bancorp, reducing the price target from $49.00 to $47.00 (Bearish)**. However, several institutional investors increased their stakes: Dimensional Fund Advisors LP (+0.4%), Goldman Sachs Group Inc. (+136.0%), Invesco Ltd. (+163.7%), and Robeco Institutional Asset Management B.V. (+50%) (Bullish). **Shares opened at $35.49**. **Net Tilt**: Mixed, but slightly Bullish due to significant stake increases by major institutions."
2023-05-29,3,"**Price Target Downgrade**: Keefe, Bruyette & Woods downgraded NBT Bancorp’s price target from $42.00 to $37.50, indicating **bearish** sentiment.

**Ownership Changes**: Dimensional Fund Advisors increased its stake by 0.4%, showing **bullish** interest. Conversely, First Trust Advisors sold 13,211 shares, signaling **bearish** sentiment.

**Net Tilt**: Conflicting signals with a slight **net bearish** bias due to the price target downgrade and share sale outweighing the stake increase."
2023-05-30,9,"**Insider & Ownership Activity:** Bullish. Director Timothy Delaney purchased 40,000 shares, indicating confidence. Institutional ownership increased with L.P., Royal Bank of Canada, MetLife Investment Management, and another LLC boosting their stakes.

**Dividends:** Bullish. NBT Bancorp raised its dividend by 3.4% annually over three years and recently declared a $0.30 quarterly dividend.

**Earnings Estimate:** Neutral. Analysts forecast EPS of $3.41.

**Net Tilt:** Bullish."
2023-06-01,4,"**Raymond James downgraded NBT Bancorp, reducing the price target from $49.00 to $47.00**, indicating **bearish sentiment**. Meanwhile, **Exchange Traded Concepts LLC increased its stake by 2.8% in Q4**, showing **bullish investor interest**. Additionally, **an LLC purchased 1,685 shares**, further signaling **buy-side activity**. However, the stock opened at $33.55, below both targets, suggesting **mixed signals** overall. **Net tilt**: slightly **bearish** due to the downgrade."
2023-06-04,7,"**Raymond James downgraded NBT Bancorp, cutting the target price from $49.00 to $47.00 (Bearish)**

**Institutional Ownership Increases:** Blackrock, Vanguard, State Street, Geode Capital, and Picton Mahoney all increased their stakes (Bullish)

**Net Tilt:** Bullish due to significant institutional buying despite Raymond James' downgrade."
2023-06-06,3,"**Raymond James Downgrades NBT Bancorp:**  
- **Direction:** Bearish  
- **Evidence:** Raymond James downgraded NBT Bancorp from ""Strong Buy"" to ""Outperform,"" indicating a less favorable outlook. The downgrade suggests potential deceleration in growth expectations or valuation concerns.

**Stock Price:**  
- **Direction:** Neutral  
- **Evidence:** Stock closed at $35.07, with no additional trading signals provided.

**Net Tilt:** Bearish due to analyst downgrade."
2023-06-07,9,"**Insider & Ownership Activity:** Bullish; Timothy Delaney, director, bought 40,000 shares. Lazard Asset Management, Captrust Financial Advisors, and Quantbot Technologies increased holdings. Bearish; P sold 23,634 shares.

**Analyst Action:** Bearish; Raymond James downgraded from ""Strong-Buy"" to ""Outperform.""

**Price Movement:** Bearish; NBTB fell 4.4% mid-day, opening at $35.74.

**Net Tilt:** Mixed signals but overall slightly bearish due to analyst downgrade and significant insider sale."
2023-06-08,7,"**Price Target Downgrade:** Keefe, Bruyette & Woods downgraded NBT Bancorp’s price target from $42.00 to $37.50, indicating **bearish** sentiment. 

**Stock Performance:** NBT Bancorp shares gapped down to $35.07, signaling **bearish** market reaction.

**Institutional Ownership Increases:** Blackrock Inc., Goldman Sachs Group Inc., Invesco Ltd., and State Street Corp increased their stakes in NBT Bancorp, suggesting **bullish** institutional confidence.

**Analyst Rating Change:** Raymond James downgraded NBT Bancorp from “strong-buy” to “outperform,” indicating **bearish** analyst sentiment.

**Net Tilt:** Conflicting signals with institutional buying supporting the stock but analyst downgrade and price target reduction pointing towards **bearish** overall direction."
2023-06-09,4,"**Ownership Increases and New Investments (Bullish):**
- Citigroup Inc. increased holdings by 11.8% in Q1.
- Cambridge Investment Research Advisors Inc. initiated a new position in Q4.
- American Century Companies Inc. bought 83,072 shares.
- Gsa Capital Partners LLP made a new investment.

NET TILT: Bullish. Multiple institutions are increasing stakes or initiating positions, indicating confidence in NBTB."
2023-06-10,6,"**Ownership Increases:** Bullish. Vanguard, Dimensional Fund Advisors, Bank of New York Mellon, and Manufacturers Life Insurance all increased their stakes in NBT Bancorp, with Manufacturers Life Insurance boosting its position by 22%. Additionally, Commonwealth of Pennsylvania Public School Employees Retirement System acquired shares.

**Stock Price Movement:** Bearish. NBT Bancorp stock traded down 1.7%.

**Net Tilt:** Mixed signals but slightly bullish due to significant institutional buying."
