date,n_headlines,summary
2023-03-07,7,"**Insider Activity:** Bearish; Director Michael J. Anderson sold 10,000 shares (March 2nd), while Tower Research Capital LLC TRC sold 14,245 shares (date unspecified).

**Institutional Ownership:** Bullish; Inc. increased holdings by 115.8% in Q2, and AllianceBernstein L.P. increased holdings by 57.4% in Q4.

**Revenue Growth:** Bullish; QoQ revenue up 23.7%.

**Stock Performance:** Bearish; ANDE opened at $44.35 on Tuesday, down from previous close.

**Earnings Announcement:** Neutral; latest earnings released on Feb 15th, no specific details provided.

**Net Tilt:** Mixed signals with slight net bullish bias due to strong revenue growth and significant institutional buying outweighing insider sales."
2023-03-09,14,"**Earnings Beat:** Bullish. Q4 EPS of $1.14 vs. consensus, revenue of $4.68B vs. $4.28B consensus.

**Institutional Buying:** Bullish. Multiple institutions increased holdings: Blackrock (+2.2%), Vanguard (+1.4%), Dimensional Fund Advisors (+4.6%), State Street (+8.1%), Invesco (+35.6%), Federated Hermes (+762.0%), and an unnamed firm (+817.4%).

**Stock Performance:** Bullish. Shares opened at $44.46, up 1.3%.

**Analyst Predictions:** Neutral. Analysts predict FY EPS of $2.33.

**Net Tilt:** Strongly Bullish."
2023-03-13,9,"**Net Tilt: Mixed**

**Revenue Growth & Analyst Predictions:**
- **Bullish:** Q4 revenue grew 23.7% YoY.
- **Neutral:** Analysts predict EPS of 2.94 for the current year.

**Insider Activity:**
- **Bearish:** Director Michael J. Anderson sold 6,000 shares.

**Institutional Ownership:**
- **Bullish:** Twinbeech Capital, Blackrock, Vanguard, Dimensional Fund Advisors, and State Street increased their positions.

**Price Movement:**
- **Bearish:** Stock down 3.9%.

**Net Tilt:** Mixed due to conflicting signals."
2023-03-19,4,"**Ownership Increase:** Bullish. Corp increased its stake in ANDE by 817.4% in Q4, indicating confidence. Additionally, Amundi initiated a new position in ANDE during Q2.

**Analyst Ratings:** Neutral. StockNews.com maintained a ""Hold"" rating on ANDE.

**Earnings Forecast:** Bullish. Analysts predict EPS of $2.94 for the current year.

**Net Tilt:** Bullish. Ownership increases outweigh the neutral analyst rating."
2023-03-27,5,"**Revenue Beat:** Bullish. Q4 revenue was $4.68B vs. expectations of $4.28B.

**Institutional Ownership Increases:** Bullish. Multiple institutions increased stakes: Llc up 1.2%, Bank of New York Mellon up 3.1%, and Balyasny Asset Management initiated a new stake.

**New Investment:** Bullish. Wesbanco Bank Inc. made a new investment in ANDE.

**Net Tilt:** Strongly Bullish."
2023-03-30,4,"**Insider Sell:** VP Anne G. Rex sold 2,665 shares (bearish).

**Revenue Growth:** QoQ revenue up 23.7% (bullish).

**Stock Performance:** Stock opened at $41.58, down slightly (slightly bearish).

**Earnings Estimate:** Analysts expect FY EPS of 2.94 (neutral).

**Net Tilt:** Mixed signals; revenue growth is strong but insider sell and slight stock drop are negative."
2023-04-04,6,"**Insider Sales:** Bearish. VP Brian K. Walz and Director Michael J. Anderson sold 2,536 and 6,000 shares respectively, indicating potential lack of confidence.

**Ownership Increase:** Bullish. Balyasny Asset Management LLC and Bank of New York Mellon Corp increased stakes, suggesting institutional support.

**Earnings Forecast:** Neutral. Analysts predict FY EPS of 2.94, with no change from previous estimates.

**Net Tilt:** Mixed signals from insider sales vs. stake increases; earnings forecast unchanged. Overall, slightly bullish due to recent institutional buying."
2023-04-09,9,"**Revenue Growth:** Bullish; Q1 revenue up 23.7%.

**Institutional Ownership:** Mixed; Raymond James, BNY Mellon, Cambridge, and Citigroup increased holdings (12.5%, 5.0%, 24.0%, 9.7% respectively), while Louisiana State and System reduced holdings (-2.6%).

**Earnings Estimate:** Neutral; analysts predict EPS of 2.94 for FY.

**Net Tilt:** Slightly Bullish due to significant institutional buying outweighing selling."
2023-04-10,1,"**Earnings Growth Positive:** ANDE reported EPS of $0.64, beating estimates. **Bullish** due to strong underlying earnings growth.

**Analyst Actions:** No significant analyst actions noted today.

**Catalysts:** None impacting the stock directly today.

**Net Tilt:** Bullish based on earnings beat.

*Note: No conflicting signals present.*"
2023-04-18,2,"**Earnings Release:** ANDE is scheduled to release Q1 2023 financial results after 4 p.m. EDT on May 2. No specific guidance or earnings beat/miss details provided yet. **Neutral** until further details emerge.

No analyst upgrades/downgrades or significant catalysts mentioned. **Hold** until earnings data provides clearer signals."
2023-04-19,5,"**Ownership Changes:** 
- **Bullish:** Captrust Financial Advisors increased stake by 10.0%, Credit Suisse AG increased holdings by 1.5%.
- **Bearish:** New York State Teachers Retirement System sold shares.

**Earnings Estimate:**
- Analysts predict EPS of $2.94 for the current year.

**Net Tilt:** Mixed signals with slight bullish bias due to multiple institutional increases outweighing one decrease."
2023-04-20,7,"**Ownership Trends:** 
- **Bullish:** Raymond James, Bank of New York Mellon, Cambridge Investment Research Advisors, and Citigroup all increased their holdings in ANDE by 12.5%, 5.0%, 24.0%, and 9.7% respectively in Q1.
- **Bearish:** Allspring Global Investments sold 61,977 shares.

**Earnings & Price:**
- No new earnings data released today; last earnings were on Feb 15th.
- ANDE opened at $43.96 on Thursday.

**Net Tilt:** Bullish due to significant increases in institutional holdings outweighing the single sell action."
2023-04-25,15,"Insider selling by executives (Michael J. Anderson, Brian K. Walz, Anne G. Rex) is bearish, with a total of 11,201 shares sold. However, multiple large institutional investors (Blackrock Inc., Vanguard Group Inc., State Street Corp, Invesco Ltd., Geode Capital Management LLC, Captrust Financial Advisors, Credit Suisse AG, Pnc Financial Services Group Inc., Federated Hermes Inc., Royal Bank of Canada) have increased their positions, indicating bullish sentiment. Analysts predict EPS of $0.17 per share for the quarter. Stock opened at $44.06. **Net tilt:** Mixed, but slightly bullish due to significant institutional buying outweighing insider sales."
2023-04-26,5,"**Ownership Changes:**  
- **Bullish:** Millennium Management LLC increased its stake by 822.0%.  
- **Bearish:** Comerica Bank decreased its holdings.

**Price Performance:**  
- **Bullish:** ANDE shares jumped 4.6% this week.  
- **Bearish:** Year-to-date, ANDE is down 13%.

**Market Open:**  
- **Bearish:** ANDE opened at $43.48 on Wednesday, slightly lower.

**Net Tilt:** Mixed signals with slight overall bearish bias due to year-to-date underperformance."
2023-04-30,4,"**Insider Activity & Ownership Changes:**
- **Bearish:** Director Michael J. Anderson sold 10,000 shares on March 2nd.
- **Bullish:** Federated Hermes Inc. increased its position by 762.0% in Q1.
- **Bullish:** An unnamed corporation increased its stake by 817.4% in Q4.
- **Bullish:** Captrust Financial Advisors increased its stake by 10.0% in Q2.

**Net Tilt:** Bullish due to significant ownership increases outweighing the insider sell."
2023-05-02,17,**Earnings:** Q1 Non-GAAP EPS of $0.20 beats by $0.02; Q1 adjusted EBITDA of $44M; Q1 revenue of $3.88B misses consensus by $60M. **Capital & Dividends:** CapEx up to $25.47M from $20.72M; dividend increased to 18c from 17.75c. **Financials:** Pretax loss of $10M; pre-tax profit down to $8M from $10.6M. **Stock Performance:** Shares up 25% YTD. **Net Tilt:** Bullish on earnings and dividends; bearish on revenue and capex increase.
2023-05-03,6,"**Bearish Signals:**
- **Revenue Decline:** Q1 sales fell 2%, indicating weakening demand.
- **Stock Price Drop:** Andersons stock declined 13% post-Q1 results.
- **Analyst Neutral:** Analyst reiterated ""Overweight"" but stock fell sharply.

**Net Tilt:** Bearish due to revenue decline and significant stock drop despite analyst neutral stance."
2023-05-04,8,"**Earnings:** Bullish. ANDE reported EPS of $0.18 vs. consensus expectations, beating estimates. **Revenue:** Bearish. Revenue came in at $3.88B, missing the $3.94B consensus and declining 2.4% YoY. **Institutional Ownership:** Bullish. Multiple institutions increased stakes: Captrust (+10.0%), Credit Suisse (+1.5%), PNC (+2.6%), and RBC (+4.3%). **Net Tilt:** Mixed but slightly bullish due to strong institutional support despite revenue miss."
2023-05-05,9,"**Andersons (ANDE):**

- **Bearish:** Shares gapped down to $43.88. Director Michael J. Anderson and VP Brian K. Walz sold shares.
- **Bullish:** Invesco Ltd., Blackrock Inc., Federated Hermes Inc., and another unnamed corporation significantly increased their stakes in ANDE.

**Neutral:** Earnings released but no specific EPS details provided; analysts expect FY EPS of 2.94.

**Net Tilt:** Mixed signals with significant insider selling offset by major institutional buying."
2023-05-09,13,"**Insider Activity:** Bearish; Director Michael J. Anderson and VP Brian K. Walz sold shares recently.

**Institutional Ownership:** Bullish; Millennium Management LLC, Oppenheimer & Co., Blackrock Inc., Vanguard Group Inc., Dimensional Fund Advisors LP, and State Street Corp all increased their stakes.

**Revenue Performance:** Bearish; Q4 revenue was $3.88B vs. expectations of $3.94B, marking a 2.4% decline YoY.

**Analyst Estimates:** Neutral; analysts expect FY EPS of 2.94.

**Other:** Sg Americas Securities purchased additional shares, indicating some bullish sentiment."
2023-05-23,21,"**Earnings:** Bullish. The Andersons reported EPS of $0.18 vs. expectations, though revenue missed at $3.88B vs. $3.94B expected, down 2.4% YoY.

**Ownership Trends:** Mixed. Insiders like Michael J. Anderson sold shares, while institutional investors like Federated Hermes, Captrust, and others significantly increased holdings.

**Stock Performance:** Bullish. ANDE stock gained 2.1%, opening at $40.74.

**Catalysts:** Neutral. Victory Capital and Dimensional Fund Advisors increased stakes, but Lutherans sold shares.

**Net Tilt:** Net bullish due to positive stock performance and significant institutional buying despite revenue miss and insider sell."
2023-05-24,2,"**The Andersons (ANDE)**

- **Bullish**: 
  - **Acquisition**: Acquired a granulation facility in Michigan, enhancing production capabilities.
  - **Ownership Increase**: Ltd increased its position in ANDE by 641.6% in Q1, indicating confidence.

- **Net Tilt**: Bullish due to strategic acquisition and significant ownership increase."
2023-05-25,2,"**Ownership Increase:** Advisory Services Network LLC initiated a new position in ANDE in Q1, indicating institutional interest (bullish). Brandywine Global Investment Management LLC maintains significant holdings at $4.59 million, suggesting sustained institutional confidence (bullish). **Net Tilt:** Bullish."
2023-05-26,3,"**Ownership Increase:** Investments increased its position in ANDE by 80.4% in Q4, indicating **bullish** sentiment (positive).

**Revenue Miss:** ANDE reported Q revenue of $3.88B vs. estimates of $3.94B, missing expectations by $60M, signaling **bearish** sentiment (negative).

**Stake Acquisition:** Russell Investments Group acquired shares in ANDE, showing **bullish** interest (positive).

**Net Tilt:** Conflicting signals; overall slightly **net bullish** due to ownership increases and stake acquisitions."
2023-05-29,7,"**Insider Activity:** Bearish; Michael J. Anderson, Director, sold 10,000 shares (March 2).

**Institutional Ownership:** Bullish; Raymond James, BNY Mellon, Cambridge Investment Research, and Citigroup increased holdings in Q1 by 12.5%, 5.0%, 24.0%, and 9.7% respectively.

**Stock Performance:** Bearish; Stock opened at $41.07 on Monday, down from previous close.

**Earnings Estimate:** Neutral; Analysts predict EPS of 3.46 for FY.

**Net Tilt:** Mixed signals with slight lean towards bearish due to insider sell and stock performance."
2023-05-30,6,"**Ownership Increases:** Victory Capital Management Inc., Dimensional Fund Advisors LP, and UBS Group AG increased their stakes in ANDE (bullish). Evidence: 13.3%, 1.4%, and 96.4% increases respectively.

**Revenue Decline:** Q4 revenue declined by 2.4% YoY (bearish).

**Stock Performance:** ANDE stock up 1.2% (bullish).

**New Stake Acquisition:** HRT Financial LP purchased 39,603 shares (bullish).

**Net Tilt:** Mixed signals with significant institutional buying offsetting revenue decline."
2023-05-31,7,"**Ownership Changes:** 
- Bullish: Captrust Financial Advisors increased holdings by 10.0%, Mutual of America Capital Management LLC by 19.8%. 
- Bearish: Citigroup Inc. sold 16,801 shares, reducing its holdings.

**Revenue Performance:**
- Bearish: Q3 revenue was $3.88B vs. estimates of $3.94B, missing expectations by $60M.

**Earnings Release:**
- Neutral: Earnings were released on May 2nd but no specific figures or surprises mentioned beyond revenue miss.

**Net Tilt:** Bearish due to revenue miss and mixed ownership signals."
2023-06-02,3,"**Ownership Changes:** 
- **Bullish:** Gmbh increased holdings by 2.4% in Q3, indicating confidence.
- **Bullish:** Credit Suisse increased holdings by 1.5% in Q2, signaling continued support.
- **Bearish:** Envestnet Asset Management decreased position by reducing holdings, suggesting some uncertainty.

**Net Tilt:** Bullish, with two firms increasing their stakes outweighing one reduction."
2023-06-04,5,"**Ownership Increase:** Bullish. Banco Bilbao Vizcaya Argentaria increased holdings by 15.8%, Captrust Financial Advisors by 10.0%, and Mutual of America Capital Management LLC by 19.8%.

**Stock Performance:** Bullish. Andersons' stock traded up 5.0%.

**Earnings Announcement:** Neutral. Andersons posted quarterly earnings on May 2nd, but no specific details or surprises were provided.

**Net Tilt:** Bullish. Ownership increases and positive stock movement indicate investor confidence."
2023-06-05,5,"**Ownership Increase:** Bullish. LP and New York Life Investment Management LLC increased their stakes in ANDE, indicating institutional confidence.

**Revenue Miss:** Bearish. Q4 revenue was $3.88B vs. consensus $3.94B, missing expectations by $60M.

**Stock Price:** Neutral. Opened at $41.33 on Monday, no directional movement indicated.

**Net Tilt:** Mixed signals with ownership increases offsetting revenue miss."
2023-06-13,6,"**Acquisition and Ownership Increases:** Bullish. The Andersons agreed to acquire ACJ International, expanding its operations. Institutional investors Llc and Invesco Ltd. increased their stakes, with Invesco upping its position by 35.6%. Engineers Gate Manager LP also acquired 28,769 shares.

**Earnings Guidance:** Neutral. Analysts predict EPS of $2.92 for the current fiscal year, but no specific earnings beat/miss details were provided beyond the last reported results on May 2nd.

**Net Tilt:** Bullish due to strategic expansion and increased institutional interest."
2023-06-15,5,"**Ownership Changes:** Federated Hermes Inc. increased holdings in ANDE by 762.0% in Q1 (bullish). However, First Wilshire Securities Management Inc. sold shares (bearish).

**Revenue Performance:** Revenue declined 2.4% YoY (bearish).

**Stock Price Movement:** ANDE stock fell 1.8% (bearish).

**Net Tilt:** Bearish due to revenue decline and recent stock price drop, despite significant institutional buying interest."
2023-06-21,2,"**Analyst Ratings:**  
Roth MKM initiated coverage on ANDE with a **Buy** rating, setting a positive tone. This is bullish as it suggests potential upside based on the firm’s analysis.

**Net Tilt:** Bullish

No conflicting signals present."
2023-06-23,2,"**Dividends:** Bullish. The Andersons, Inc. (ANDE) maintains its quarterly dividend at $0.185 per share for Q3 2023, indicating financial stability and commitment to shareholder returns.

No conflicting signals present. Net tilt is bullish."
2023-06-25,7,"**Dividends & Ownership Increases:** Bullish. Andersons increased its dividend by 1.9% annually over the past three years and recently declared a new quarterly dividend. Institutional ownership has risen significantly with Llc increasing its stake by 4.6%, Captrust Financial Advisors by 10.0%, and Credit Suisse AG by 1.5%.

**Earnings Guidance:** Neutral. Analysts predict EPS of 2.92 for the current year, but no specific earnings surprise was reported.

**Net Tilt:** Bullish. Multiple institutional investors boosting their positions supports a positive outlook despite neutral earnings guidance."
2023-06-27,3,"**Earnings Per Share (EPS):** Bullish. Andersons has seen EPS rising at 13% annually over the past five years.

**Stake Acquisition:** Bullish. Exchange Traded Concepts LLC acquired 16,895 shares of ANDE, indicating institutional interest.

**Stock Performance:** Bearish. ANDE stock opened at $44.44, down slightly from previous days.

**Net Tilt:** Mixed signals with slight bullish bias due to long-term EPS growth and stake acquisition."
2023-07-01,4,"**Ownership Increase:** Ziegler Capital Management LLC increased its stake in ANDE by 1.0% in Q1, while another LLC raised its holdings by 1.2% in Q4 (bullish).

**Stock Performance:** ANDE hit a new 12-month high of $46.63 (bullish).

**Dividend Announcement:** ANDE declared a dividend of $0.18 per share (neutral).

**Net Tilt:** Bullish due to ownership increases and stock hitting a new high."
2023-07-05,2,"Andersons (ANDE) hit a 52-week high today, signaling strong bullish momentum. However, Zacks downgraded ANDE to a Strong Sell (Zacks Rank #5), indicating bearish sentiment. The conflicting signals suggest a mixed outlook, but the recent price action may indicate short-term strength despite long-term concerns. 

NET TILT: Mixed (Bullish near-term, Bearish long-term)."
2023-07-07,6,"**Andersons (ANDE)**

- **Bullish**: Andersons reached a new 1-year high at $48.00. Dimensional Fund Advisors LP and Llc increased their stakes by 1.4% and 15.0%, respectively.
- **Bearish**: Revenue declined 2.4% YoY. Stock fell 4.1%.

**Net Tilt**: Mixed signals with bullish ownership increases offset by bearish revenue decline and stock drop.

Analysts predict EPS of 2.65 for the current year."
2023-07-08,7,"**Insider Activity & Ownership Changes:** Michael J. Anderson sold 3,000 shares (Bearish). However, institutional investors like Llc, Nordea Investment Management AB, and Putnam Investments LLC increased their positions (Bullish).

**Earnings & Dividends:** Earnings report released on May 2nd (Neutral). Quarterly dividend announced, payable on July 24th (Neutral).

**Stock Price:** Opened at $46.68 on Friday (Neutral).

**Net Tilt:** Mixed signals with insider sell offset by significant institutional buying."
2023-07-09,11,"**Ownership Trends:** Bullish. Multiple firms increased their stakes in ANDE, including Exchange Traded Concepts LLC, Victory Capital Management Inc., JPMorgan Chase & Co., State Street Corp, First Trust Advisors LP, Raymond James Financial Services Advisors Inc., Bank of New York Mellon Corp, Cambridge Investment Research Advisors Inc., and Citigroup Inc. Evidence shows significant stake increases in Q1, with notable boosts like 24% from Cambridge Investment Research Advisors Inc. and 17.6% from JPMorgan Chase & Co. However, Maryland State Retirement & Pension System sold shares, indicating some bearish sentiment. Net tilt is bullish due to multiple large increases outweighing the single decrease."
2023-07-10,4,"Today’s headlines for ANDE show mixed signals:

**Bullish Signals:**
- **Acquisition Completion:** The Andersons completed the purchase of ACJ International and subsidiaries, likely boosting operational scale.
- **Stake Increases:** Blackrock Inc. increased its stake by 2.2% in Q1, and Vanguard Group raised its position by 2.1% in Q3, indicating institutional confidence.

**Bearish Signal:**
- **Minor Sale:** A system sold 300 shares, a minor action compared to the significant stake increases by major institutions.

**Net Tilt:** Bullish due to substantial stake increases by major investors outweighing the small share sale."
2023-07-12,2,"**Earnings Release:** ANDE is scheduled to release Q2 2023 financial results after 4 p.m. EDT on August 1. No specific guidance or earnings beat/miss details provided yet. **Neutral** until further data.

No other trading-relevant signals or analyst actions noted today."
2023-07-13,8,"**Insider Activity & Ownership Changes:** Bearish - Michael J. Anderson, a director, sold 3,000 shares. Bullish - Multiple institutions increased holdings: Llc (+109.3%), Raymond James Financial (+12.5%), BNY Mellon (+5.0%), Cambridge Investment (+24.0%), and Citigroup (+9.7%). Bearish - Mackenzie Financial reduced holdings.

**Earnings Estimate:** Neutral - Analysts predict FY EPS of $2.65.

**Net Tilt:** Mixed signals with slight lean bullish due to multiple institutional increases outweighing insider sell."
