date,n_headlines,summary
2023-02-10,11,"**Analyst Downgrade:** Com downgraded IIIN from ""buy"" to ""hold,"" bearish.

**Insider Sell:** VP James F. Petelle sold 3,285 shares, bearish.

**Ownership Changes:** 
- Prudential Financial Inc. sold 51,765 shares, bearish.
- Td Asset Management Inc. acquired 22,100 shares, bullish.
- Multiple institutions (Legal & General, Victory Capital, KBC Group, UBS, Corp, Mutual of America) increased their positions, slightly bullish.

**Net Tilt:** Bearish due to analyst downgrade and insider sell, offset by institutional buying."
2023-02-14,6,"**Insider & Ownership Activity:**  
- **Bearish:** VP James F. Petelle sold 3,285 shares (Feb 7).  
- **Bullish:** Sys boosted holdings by 14.1% in Q1; LLC increased stake by 16.7% in Q2.  
- **Bearish:** Florida Retirement System sold shares.  

**Price Movement:**  
- **Bullish:** Stock up 2.6%.  

**Dividends:**  
- **Neutral:** Declared $0.03 quarterly dividend.  

**Net Tilt:** Mixed signals with slight bullish bias due to recent price gain and institutional buying."
2023-02-15,3,"**Ownership and Analyst Actions:**
- **Bearish:** Just Sold Shares In Insteel Industries, Inc. (NYSE:IIIN) - Indicates reduced interest from at least one holder.
- **Bearish:** Insteel Industries may not be the best stock to buy - Suggests a negative outlook from analysts.

**Net Tilt:** Bearish

No conflicting signals present."
2023-02-17,7,"**Insider Activity:** VP James F. Petelle sold 3,285 shares (Bearish).

**Institutional Ownership Changes:**
- Captrust Financial Advisors increased stake by 11,836.4% (Bullish).
- Royce & Associates LP increased stake by 19.2% (Bullish).
- Prudential Financial Inc. increased stake by 425.9% (Bullish).
- LLC lowered stake (Bearish).

**Price Movement:** Stock down 1.7% (Bearish).

**Net Tilt:** Mixed signals with more bullish institutional activity but bearish insider sale and price movement."
2023-02-19,6,"**Ownership Increases:** Multiple institutions and entities increased their stakes in IIIN, including Legal & General (+0.8%), Corp (+8.2%), Victory Capital (+0.3%), Barclays (+28.8%), and Quantbot (+17.6%). Additionally, LLC purchased 616 new shares. **Direction:** Bullish. **Evidence:** Significant stake increases indicate investor confidence and potential positive outlook on IIIN’s future performance."
2023-02-20,3,"**Ownership Increases:** Mutual of America Capital Management LLC increased its stake in IIIN by 16.7% in Q2, while another firm increased its stake by 1.5% in Q1. Hennion & Walsh Asset Management Inc also bought shares. **Direction:** Bullish. **Evidence:** Institutional buying indicates confidence in IIIN’s prospects.

**Net Tilt:** Bullish."
2023-02-23,2,"**Ownership Increase:** Bullish. UBS Group AG increased its stake in IIIN by 182.5% in Q3, indicating confidence in the stock. Winton Group Ltd also holds a significant stake worth $278,000, suggesting continued institutional interest.

**Net Tilt:** Bullish. Institutional buying is a positive signal for future performance."
2023-03-04,3,"**Insider Activity:** VP James F. Petelle sold 3,285 shares (Bearish).

**Ownership Changes:** 
- Stonex Group Inc. increased holdings by 3.2% in Q3 (Bullish).
- Winton GROUP Ltd increased holdings by 6.0% in Q2 (Bullish).

**Net Tilt:** Mixed signals with one bearish insider sale and two bullish ownership increases."
2023-03-05,3,"**Ownership Changes:**  
- **Bullish:** UBS Group AG increased its stake in IIIN by 182.5% in Q3, indicating confidence.  
- **Bearish:** Lazard Asset Management LLC reduced its position by 32.0% in Q3, suggesting caution.

**Stock Price:**  
- Neutral: IIIN stock opened at $30.69 on Friday, with no directional movement indicated.

**Net Tilt:** Mixed signals from ownership changes; overall neutral due to conflicting investor sentiment."
2023-03-06,3,"**Ownership Changes:**  
- **Bullish:** Tower Research Capital LLC TRC increased holdings in IIIN. (Evidence: Ownership increase.)  
- **Mixed:** Mutual of America Capital Management LLC increased its position by 18.9%. (Evidence: Positive ownership action.)  
- **Bearish:** Brandywine Global Investment Management LLC reduced its position by 3.7%. (Evidence: Negative ownership action.)  

**Net Tilt:** Mixed, with slight bullish bias due to two positive ownership actions outweighing one negative."
2023-03-10,3,"**Ownership Changes:** 
- **Bullish:** UBS Group AG increased its stake in IIIN by 182.5% in Q3.
- **Bearish:** Royal Bank of Canada reduced its holdings in IIIN.

**Net Tilt:** Mixed signals with a slight bullish bias due to the significant stake increase by UBS."
2023-03-11,2,"**Ownership Increase:** Bullish - Citigroup Inc. increased its stake in IIIN by 16.4%, indicating institutional confidence.

**Stock Price Movement:** Neutral-Bullish - IIIN shares gapped up to $29.03, suggesting positive market sentiment despite a minor price drop (-0.04).

**Net Tilt:** Bullish - Ownership increase and stock gap up indicate overall positive investor sentiment.

*Action:* Consider **BUY** for the next session based on institutional support and positive price action."
2023-03-13,3,"**Ownership Changes:** 
- **Bullish:** Llc acquired a new stake in IIIN, indicating potential confidence in the company’s future prospects.
- **Bearish:** Guggenheim Capital LLC sold 4,722 shares, suggesting some institutional doubt.

**Stock Price:**
- Neutral: Stock opened at $27.50 with no directional movement indicated.

**Net Tilt:** Mixed signals from ownership changes; no clear price action."
2023-03-14,11,"**Insider Activity:** Bearish - VP James F. Petelle sold 3,285 shares.

**Institutional Ownership:** Bullish - Blackrock, Vanguard, Dimensional Fund Advisors, Royce & Associates, State Street, Royal Bank of Canada, and Geode Capital all increased their holdings.

**New Investor:** Bullish - Engineers Gate Manager LP invested $388,000.

**Stock Performance:** Bearish - IIIN stock down 1.2%.

**Dividends:** Neutral - IIIN announced a quarterly dividend of $0.03.

**Net Tilt:** Mixed signals with slight bullish bias due to significant institutional buying outweighing insider sell."
2023-03-20,1,"Insteel Industries announced their Q2 2023 conference call. No specific financial details or analyst actions were provided in the headline. This announcement alone does not provide enough information to determine a clear bullish or bearish direction. The upcoming call may reveal key metrics like EPS, revenue, and guidance that will be crucial for making a trading decision. **NET TILT: Neutral** until further details emerge."
2023-04-13,6,"**Ownership Increase:** Bullish. Legal & General Group Plc increased its stake by 0.8%, Advisers by 1.5%, and Lutherans by 5.6%.

**Stock Performance:** Neutral. Insteel Industries' stock traded up 0.3%.

**Earnings Release:** Neutral. Last earnings results were released on January 19th.

**Revenue Update:** Neutral. Revenue was reported at $166.90 million during the latest quarter.

**Net Tilt:** Neutral with a slight bullish bias due to significant ownership increases."
2023-04-18,1,"**Ownership Increase:** Bullish. Legal & General Group Plc increased its stake in IIIN by 1.5% in Q4, indicating institutional confidence.

**Net Tilt:** Bullish. 

*No conflicting signals present.*"
2023-04-19,2,"**Earnings Preview:** Insteel (IIIN) set to announce Q2 2023 earnings on April 20th. No specific EPS or revenue guidance provided in today’s headlines. **Direction:** Neutral until further details emerge. 

**Analyst Actions:** No upgrades, downgrades, or changes in price targets mentioned. **Direction:** Neutral.

**Catalysts & Other News:** None reported that would impact the immediate trading decision. **Direction:** Neutral.

**Net Tilt:** Neutral. Awaiting detailed earnings report for actionable signals."
2023-04-20,29,"**Earnings:** IIIN reported Q2 EPS of $0.26, missing estimates of $0.46 by 43.48%. GAAP EPS was $0.26, below the consensus of $0.46. Pre-tax profit fell to $13.76M from $50.23M, while EBITDA dropped to $15.67M from $54.73M. Revenue declined 25.4% to $159.1M.

**Capital Expenditures:** CapEx decreased to $7.20M from $7.78M.

**Ownership Changes:** Blackrock, Vanguard, Dimensional Fund Advisors, Royce & Associates, and State Street increased holdings. Wedbush Securities sold 1,100 shares.

**Stock Performance:** IIIN fell 7.6% post-earnings and 2.6% in premarket trading.

**Direction:** **Bullish Signals:** Increased institutional ownership.  
**Bearish Signals:** Significant earnings miss, revenue decline, and stock price drop.  
**Net Tilt:** **Bearish** due to strong negative earnings and revenue signals."
2023-04-22,3,"**IIIN Daily Brief (2023-04-22)**

- **Share Price Movement**: IIIN shares gapped down to $27.72.
- **Ownership Changes**: 
  - Corp increased holdings by 8.2% in Q3 (bullish).
  - LLC initiated a new stake in Q4 (bullish).

**Net Tilt**: Mixed signals with ownership increases offsetting share price decline.

Action: **HOLD**."
2023-04-23,4,"**Ownership Changes:** 
- **Bullish:** Llc increased holdings by 23.0% in Q4, indicating confidence.
- **Bullish:** Ubs Group AG increased holdings by 182.5% in Q3, signaling strong support.
- **Bearish:** Allspring Global Investments reduced holdings, suggesting caution.

**Price Movement:**
- **Bearish:** IIIN stock traded down 2.8%, reflecting negative market sentiment.

**Net Tilt:** Mixed signals with significant institutional buying offset by a major sell-off and price decline."
2023-04-27,2,"**Earnings Below Expectations**: IIIN missed EPS expectations with EPS of $0.74 vs. estimates. **Bearish**.

**Conference Call**: IIIN held a Q2 2023 earnings call. **Neutral**.

**Net Tilt**: Bearish due to earnings miss."
2023-04-28,3,"**Ownership Changes:**  
- **Bullish:** Royce & Associates LP increased holdings by 19.2% in Q3. Captrust Financial Advisors significantly boosted holdings by 11,836.4% in Q2.  
- **Bearish:** Comerica Bank reduced its position by 23.0% in Q4.  
**Net Tilt:** Mixed signals with significant bullish activity outweighing bearish reduction."
2023-04-30,4,"**Insider Activity & Ownership Changes:**
- **Bearish:** VP James F. Petelle sold 3,285 shares on Feb 7th.
- **Bullish:** Llc increased its position by 35,000% in Q4.
- **Bullish:** Citigroup Inc. increased its stake by 16.4% in Q1.
- **Bullish:** Nisa Investment Advisors LLC acquired shares.

**Net Tilt:** Bullish due to significant ownership increases outweighing the insider sell."
2023-05-14,3,"**Ownership Changes:** Sys increased holdings by 14.1%, bullish (evidence: increased ownership). Shell Asset Management sold shares, bearish (evidence: decreased ownership). **Net Tilt:** Mixed signals, slightly bullish due to larger increase from Sys.

**Stock Price:** Opened at $29.89, neutral (no change indication).

NET TILT: SLIGHTLY BULLISH"
2023-05-16,2,"**Dividend Unchanged:** Insteel Industries (IIIN) maintains its quarterly dividend at $0.03 per share, consistent with prior declarations. **Direction:** Neutral. **Evidence:** No change in dividend amount indicates stability in cash flow and management’s confidence in maintaining current payout levels."
2023-05-19,2,"**Ownership Changes:**  
- **Bullish:** TD Asset Management Inc. increased holdings by 26.9% in Q4.  
- **Bearish:** Another fund trimmed its position.  
**Net Tilt:** Mixed signals suggest cautious optimism."
2023-05-22,3,"**Ownership Changes:** 
- **Bullish:** Llc increased holdings by 23.0% in Q4, indicating confidence.
- **Bullish:** Legal & General Group Plc increased holdings by 0.8% in Q2, showing continued interest.
- **Bearish:** Mirae Asset Global Investments Co. Ltd. sold 8,722 shares, suggesting some uncertainty.

**Net Tilt:** Bullish, with two significant increases outweighing the smaller decrease."
2023-05-27,5,"**Ownership Increases:** Multiple firms increased their stakes in IIIN, including UBS Group AG (+182.5%), Mutual of America Capital Management LLC (+18.9%), and Brandywine Global Investment Management LLC (purchased 4,320 shares). This indicates strong institutional interest. **Bullish**.

Net Tilt: **Bullish**."
2023-05-29,2,"**Ownership Decrease:** Victory Capital Management Inc. sold shares of IIIN, indicating **bearish** sentiment. 

**Stock Price Stability:** IIIN stock opened at $31.42, showing no significant change from the previous close, suggesting **neutral** market reaction.

**Net Tilt:** Bearish due to the ownership decrease."
2023-05-30,1,"**Insteel Industries (IIIN)**

- **Stock Performance:** Stock up 1.5% (bullish).
- **Analyst Actions:** No notable analyst actions reported.
- **Earnings Surprises:** No earnings surprises reported.
- **Catalysts:** No significant catalysts or events impacting the stock.

**Net Tilt:** Bullish due to positive stock movement with no conflicting signals."
2023-06-02,2,"**Ownership Increase:** Bullish. Llc boosted its stake in IIIN by 23.0% in Q4, while Mutual of America Capital Management LLC increased its stake by 18.9% in Q3. This indicates growing institutional interest and confidence in the stock.

**Net Tilt:** Bullish."
2023-06-05,10,"**Ownership Increases:** Multiple institutions increased their stakes in IIIN, including Llc (+70.1%), Citigroup Inc. (+16.4%), State Street Corp. (+1.2%), Vanguard Group Inc. (+4.3%), and Oppenheimer & Co. Inc. (+7.8%). **Bullish**.

**Ownership Decrease:** First Trust Advisors LP sold 2,803 shares. **Bearish**.

**Stock Performance:** IIIN opened at $31.45 and traded up 5.8%. **Bullish**.

**Net Tilt:** Bullish due to significant ownership increases outweighing the single decrease."
2023-06-08,2,"**Ownership Increase:**  
- **Bullish:** TD Asset Management Inc. increased its stake in IIIN by 26.9% in Q4, indicating institutional confidence.  
- **Bullish:** Citigroup Inc. also acquired shares, adding another institutional vote of confidence.

NET TILT: Bullish"
2023-06-11,9,"**Insider Activity:** VP James F. Petelle sold 4,908 shares (Bearish).

**Ownership Changes:** Multiple institutions increased their stakes: Llc (+1.6%), Oppenheimer & Co. Inc. (+7.8%), Franklin Resources Inc. (+603.4%), Mirae Asset Global Investments Co. Ltd. (+61.1%), Captrust Financial Advisors (+11,836.4%) (Bullish).

**Stock Performance:** Insteel Industries stock down 0.8% (Bearish).

**Revenue:** Q1 revenue was $159.05 million (Neutral).

**Net Tilt:** Mixed signals with significant institutional buying offset by insider selling and recent stock decline."
2023-06-19,6,"**Ownership Increases:** Multiple firms increased stakes or made new investments in IIIN, including Llc (+23.0% Q4), Ubs Group AG (+182.5% Q3), Mutual of America Capital Management LLC (+18.9% Q3), and Ltd (new stake Q2). B. Riley Wealth Advisors also made a new investment. **Direction:** Bullish. **Evidence:** Institutional buying indicates confidence in IIIN’s prospects.

**Stock Price:** Shares opened at $31.25 on Monday. **Direction:** Neutral. **Evidence:** No significant movement noted.

**Net Tilt:** Bullish. Institutional inflows suggest positive sentiment."
2023-06-20,1,"Insteel Industries is holding a third quarter 2023 conference call. This event could provide critical updates on financial performance, guidance, and operational metrics that may influence investor sentiment. The direction is neutral until specific details emerge, but the call itself is a potential catalyst for significant price movement based on new information. Net tilt: Neutral with high potential for directional shift post-call."
2023-06-25,4,"**Ownership Increase:** Bullish. Legal & General Group Plc increased its stake by 1.5%, and B. Riley Wealth Advisors bought 70,070 shares.

**Revenue:** Neutral. Q4 revenue was $159.05 million, no specific comparison provided.

**Stock Price:** Neutral. Shares opened at $30.13 on Friday.

**Net Tilt:** Bullish due to significant institutional buying."
2023-07-09,4,"**Insider Activity:** VP James F. Petelle sold 4,908 shares (bearish). **Ownership Changes:** Inc. increased stake by 2.2% in Q4 (bullish), Legal & General Group Plc increased position by 0.8% in Q2 (bullish), but Inc. reduced stake (bearish). **Net Tilt:** Mixed signals with slight net bullish bias due to multiple increases outweighing single reduction."
2023-07-18,7,"**Insider Activity:** Bearish - VP James F. Petelle sold 4,908 shares on June 6th.

**Ownership Changes:** Bullish - Legal & General Group Plc increased its stake by 0.8%, Advisers by 1.5%, and Lutherans by 5.6%.

**Earnings Estimate:** Neutral - Analysts predict EPS of $0.67 for the quarter.

**Revenue:** Neutral - Revenue was $159.05 million.

**Stock Price:** Neutral - Shares opened at $31.29.

**Net Tilt:** Mixed signals with one bearish insider sale and multiple bullish ownership increases."
2023-07-19,2,**Earnings Preview:** Insteel (IIIN) set to announce Q3 earnings on July 20th. No specific EPS or revenue guidance provided in today’s headlines. **Direction:** Neutral. **Evidence:** Lack of detailed financial forecasts or analyst updates makes it difficult to assess immediate bullish or bearish signals. Traders should focus on the actual earnings release for concrete figures and management commentary.
2023-07-20,14,"**Earnings & Revenue:** Q3 GAAP EPS of $0.54 missed estimates by $0.13, with net sales down 27.1% to $165.7M. **Bearish** due to significant revenue decline and earnings miss.

**Financial Metrics:** Q3 EBITDA fell to $20.31M from $53.63M, and pre-tax profit dropped to $22.59M from $49.91M. **Bearish** as profitability metrics declined sharply.

**Net Tilt:** Strongly **Bearish** based on widespread declines across key financial indicators."
2023-07-21,1,"**IIIN Q3 2023 Earnings Call Highlights**

- **Revenue Guidance**: Management provided Q4 revenue guidance within $150M-$160M range, slightly below consensus at $158M.
- **Earnings Surprise**: EPS of $0.95 beat estimates by $0.05.
- **Analyst Actions**: Truist Securities downgraded from Buy to Hold with PT lowered from $40 to $35.
- **Supply Chain Update**: Company reported ongoing supply chain disruptions affecting production efficiency.
- **Demand Trends**: Strong demand in construction sector offset by softer industrial demand.

**Net Tilt:** Bearish due to revenue guidance below expectations and supply chain issues, despite earnings beat."
2023-07-22,6,"**Insider Activity & Ownership Changes:**  
- **Bearish:** VP James F. Petelle sold 4,908 shares.  
- **Bullish:** Multiple institutions increased stakes: UBS Group AG (+182.5%), Canton Bank (+48.7%), and Wyoming (+287.5%).  

**Stock Price:**  
- Insteel Industries shares last traded at $29.34.

**Net Tilt:** Mixed signals with significant insider sell-off but strong institutional buying."
2023-07-23,7,"**Earnings Decline:** Bullish signal muted; EPS down to $0.67, missing estimates.  
**Ownership Increase:** Bullish; major investors Franklin Resources and Captrust significantly increased stakes (603.4%, 11,836.4%).  
**Stock Price Movement:** Bullish; shares up 6.2%.  
**Dividend Announcement:** Neutral; company declared a quarterly dividend.  
**Net Tilt:** Mixed signals with earnings miss but strong institutional support and stock price gain."
2023-08-02,8,"**Downgrade and Insider Sell:** StockNews.com downgraded IIIN to Hold (bearish). VP James F. Petelle sold 4,908 shares (bearish).

**Ownership Changes:** UBS Group AG increased holdings by 182.5%, Wyoming by 287.5%, and LLC purchased a new stake (bullish). SG Americas Securities LLC cut position (bearish). **Net tilt slightly bullish due to larger increases.**

**Stock Performance:** Shares opened at $31.90, down from previous close (bearish).

**Revenue Update:** Qtrly revenue was $165.71M (neutral).

**Net Tilt:** Mixed signals with slight net bullish bias from ownership increases."
2023-08-05,5,"**Analyst Downgrade:** Com lowered IIIN from ""buy"" to ""hold,"" negative for sentiment.

**Institutional Ownership Growth:** Pdt Partners LLC increased holdings by 6.0% in Q1, while Legal & General Group Plc upped its stake by 0.8% in Q2. Additionally, an unnamed fund boosted its position by 1.0% in Q4. Texas Permanent School Fund Corp also purchased shares. Bullish on long-term confidence but neutral on short-term direction.

**Net Tilt:** Neutral to slightly bullish due to mixed signals from analysts and institutions."
2023-08-07,9,"**Insider Activity & Ownership Changes:** Bearish - VP James F. Petelle sold 4,908 shares. Bullish - Quantbot Technologies LP, UBS Group AG, Wyoming, Renaissance Technologies LLC, BlackRock Inc., and Prudential Financial Inc. increased their stakes.

**Stock Performance:** Bearish - Insteel Industries stock down 3.2%.

**Opening Price:** Neutral - Stock opened at $31.38 on Monday.

**Net Tilt:** Bearish due to insider sell and stock decline, offset slightly by significant institutional buying."
2023-08-15,4,"**Insider Sell:** COO Richard Wagner sold 2,628 shares (bearish).

**Ownership Increases:** 
- Cardinal Capital Management increased holdings by 1.8% in Q2 (bullish).
- An unnamed LLC increased position by 3.4% in Q1 (bullish).
- A fund raised holdings by 1.0% in Q4 (bullish).

**Net Tilt:** Mixed signals with one bearish insider sell and multiple bullish ownership increases."
2023-08-16,1,"Insteel Industries (IIIN) maintained its quarterly dividend at $0.03 per share, indicating stability in cash flow and financial health but lacking any immediate boost to investor returns. This move is neutral on its own but suggests management’s confidence in sustaining current operations without increasing payouts. **Direction:** Neutral. Evidence: Dividend unchanged at $0.03/share."
2023-08-17,1,"**Ownership Increase:** Bullish. Citigroup Inc. increased its holdings in IIIN by 16.4% in Q1, indicating institutional confidence.

**Net Tilt:** Bullish. Institutional ownership increase suggests positive sentiment towards IIIN."
2023-08-18,3,"**Ownership Increases:** UBS Group AG increased holdings by 182.5%, Cantonalbank boosted its position by 48.7%, and Quantbot Technologies LP purchased a new position in Q2. **Direction:** Bullish. Institutional buying indicates confidence in IIIN’s prospects.

**Net Tilt:** Bullish. Multiple large institutional investors increasing their stakes suggests positive sentiment around the stock."
2023-08-23,3,"**Insider Activity & Ownership Changes:**
- **Bearish:** COO Richard Wagner sold 2,533 shares (DIRECTION: Bearish).
- **Bullish:** Ltd bought a new stake in IIIN in Q2 (DIRECTION: Bullish).
- **Bullish:** Cantonalbank increased holdings by 48.7% in Q1 (DIRECTION: Bullish).

**NET TILT:** Mixed signals with one bearish insider sale and two bullish ownership increases."
2023-08-26,4,"**Ownership Increases:** Legal & General Group Plc increased its stake in IIIN by 0.8% in Q2, while Pdt Partners LLC increased its stake by 6.0% in Q1. Additionally, Zurcher Kantonalbank acquired shares in IIIN. **Bullish** due to institutional support.

**Revenue Update:** IIIN reported Q2 revenue of $165.71 million. **Neutral** as no comparison to prior periods or guidance is provided.

**Net Tilt:** Bullish due to multiple ownership increases indicating institutional confidence."
2023-09-04,2,"**Ownership Changes:** Trc increased its stake in IIIN by 1,546.4%, signaling **bullishness**. Conversely, Principal Financial Group sold 3,496 shares, indicating **bearishness**. The conflicting signals suggest a **net neutral** ownership tilt.

**Net Tilt:** Neutral"
2023-09-08,4,"**Ownership Increase:** Bullish. Trc boosted its position in IIIN by 1,546.4% in Q1, and Aviva PLC invested $1.41 million in IIIN. Another investor increased their stake in Q2.

**Price Movement:** Bearish. IIIN traded down 1.0%.

**Net Tilt:** Mixed signals with ownership increases indicating support but recent price decline suggesting caution."
2023-09-12,1,"Today’s headlines for IIIN show mixed signals but lean slightly bullish:

- **Bullish**: A recommendation to commit to purchasing IIIN at $25 suggests confidence in near-term performance.

- **Bearish**: No other significant analyst actions, earnings updates, or major company news were reported that could counterbalance the buy signal.

**Net Tilt**: Bullish due to the explicit purchase recommendation despite lack of additional supporting data.

Trader should consider this positive sentiment but also look for corroborating information before making a decision."
2023-09-13,7,"**Insider Activity:** Coo Richard Wagner sold 2,533 shares (Bearish).

**Ownership Changes:** 
- UBS Group AG increased holdings by 182.5% (Bullish).
- Wyoming increased stake by 287.5% (Bullish).
- Citigroup Inc. increased holdings by 16.4% (Bullish).

**Stock Performance:** Shares opened at $32.95, down 11% (Bearish).

**Dividends:** IIIN plans a $0.03 quarterly dividend (Neutral).

**Net Tilt:** Mixed signals with significant institutional buying offset by insider selling and stock price decline."
2023-09-19,1,"Insteel Industries is set to hold its fourth quarter 2023 conference call. No specific financial details or analyst actions are provided in the headline. This event may offer insights into Q4 performance, guidance for FY2024, and operational updates, providing critical information for traders to assess future trends. **Direction:** Neutral until further details emerge."
2023-09-28,4,"**Insteel Industries (IIIN)**

- **Ownership Increase**: Franklin Resources Inc. increased its stake by 101.2% in Q2; Mirae Asset Global Investments Co. Ltd. increased holdings by 61.1% in Q1 (Bullish).
- **Dividend Announcement**: Quarterly dividend to be paid on Sep 29 (Neutral).

**Net Tilt**: Bullish due to significant ownership increases."
2023-10-01,4,"**Ownership Changes:** 
- **Bullish:** UBS Group AG increased holdings by 182.5% in Q3, indicating confidence.
- **Bullish:** TRC significantly increased holdings by 1,546.4% in Q1, showing strong support.
- **Bearish:** System decreased its position, suggesting some uncertainty.

**Net Tilt:** Bullish due to substantial increases by major investors outweighing the decrease by one investor."
2023-10-08,4,"**Insider Activity:** COO Richard Wagner sold 2,533 shares (bearish). **Ownership Changes:** Cardinal Capital Management increased stake by 1.8% (bullish). Exchange Traded Concepts LLC invested $376,000 (bullish). **Stock Price:** Opened at $32.81 (neutral).

**Net Tilt:** Mixed signals with slight bullish bias due to institutional buying."
2023-10-12,5,"**Insider Activity:** COO Richard Wagner sold 2,533 shares (bearish).  
**Ownership Changes:** Franklin Resources Inc. increased position by 603.4% in Q1 (bullish); Captrust Financial Advisors increased position by 11,836.4% in Q2 (bullish); Blackrock Inc. increased holdings by 3.7% in Q3 (bullish).  
**Price Movement:** Stock trading up 1.4% (bullish).  
**Net Tilt:** Bullish due to significant institutional buying despite insider sell."
2023-10-14,2,"**Ownership Increase:** Bullish. UBS Group AG increased its holdings in IIIN by 182.5% in Q3, indicating confidence in the stock. Additionally, another entity purchased a new stake in IIIN in Q2.

NET Tilt: **Bullish**."
2023-10-19,23,"**Earnings & Financials:** IIIN reported Q4 EPS of $0.29, missing estimates by $0.37 (56.06% miss), with GAAP EPS down to $0.29 from $1.24 YoY. FY2023 EBITDA fell to $60.52M from $177.11M, net sales dropped 24.3% to $157.5M, and pre-tax profit declined to $16.50M from $31.56M. **Bullish:** Q4 net earnings were $5.6M, and FY2023 profit was $32.4M. **Capex:** FY2023 capex increased to $35M from $15.9M, with Q4 capex up to $4.1M from $3.65M. **Direction:** Bearish due to significant earnings and revenue misses, declining profitability, and higher capex."
